from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ohgishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Bahrain,Guanabara
Salvador,8499.000,7371.000,5571.000,5174.000,4757.000,9629.000,5852.000,8479.000,3787.000,5541.000,2161.000,7128.000,4048.000,10287.000,3787.000,4084.000,8837.000,2954.000,9427.000,2892.000,4725.000,9585.000,4669.000,11757.000,3774.000,3091.000,11750.000,8900.000,10400.000,3757.000,3617.000,9705.000,4754.000,8855.000,4107.000,8311.000,8606.000,11634.000,8505.000,11519.000,5724.000,9468.000,9318.000,11646.000,4297.000,6839.000,4483.000,4041.000,8214.000,1894.000,4069.000,5145.000,3851.000,2577.000,4226.000,4695.000,8258.000,10990.000,11864.000,8466.000,4555.000,8989.000,4664.000,10415.000,2911.000,2939.000,11441.000,12224.000,10321.000,8798.000,3947.000,5706.000,11595.000,8524.000,11869.000,11688.000,11961.000,9617.000,4388.000,3532.000,5346.000,11552.000,12230.000,4569.000,8457.000,11295.000,8999.000,3288.000,8958.000,11363.000,8435.000,8359.000,8138.000,8863.000,11501.000,10348.000,5508.000,5250.000,3058.000,5208.000,12330.000,9738.000,4674.000,4384.000,11531.000,5439.000,4303.000,4403.000,9674.000,9642.000,7891.000,9718.000,5309.000,4922.000,5163.000,8809.000,11643.000,5874.000,1753.000,4177.000,3629.000,5165.000,8456.000,11375.000,11914.000,11918.000,11862.000,7557.000,11966.000,4055.000,8726.000,11865.000,11526.000,11053.000,5075.000,5709.000,5705.000,8448.000,8575.000,4538.000,858.000,8543.000,4519.000,8502.000,2555.000,2641.000,3469.000,9795.000,4451.000,12424.000,10385.000,3017.000,11556.000,8047.000,11518.000,11754.000,10338.000,4572.000,8583.000,5042.000,1477.000,8879.000,4405.000,5285.000,4588.000,4661.000,3935.000,4091.000,11664.000,11635.000,,2851.000,1104.000,4047.000,8780.000,11659.000,12065.000,11217.000,10393.000,11786.000,11919.000,3516.000,4137.000,11869.000,12048.000,4294.000,3060.000,8838.000,5307.000,10918.000,4345.000,10009.000,4814.000,4791.000,11793.000,11493.000,8575.000,11480.000,5269.000,5567.000,11982.000,5860.000,11629.000,4824.000,11547.000,11144.000,11743.000,10578.000,5705.000,4530.000,11284.000,8660.000,
Santa Cruz de Tenerife,5703.000,10133.000,2775.000,2378.000,4533.000,9830.000,3056.000,7696.000,991.000,2745.000,4931.000,4332.000,1252.000,9526.000,991.000,1284.000,8055.000,2732.000,9498.000,2666.000,4496.000,8802.000,4412.000,10974.000,978.000,3089.000,10967.000,7901.000,9617.000,4899.000,3820.000,12467.000,4514.000,11617.000,3183.000,5884.000,5832.000,10851.000,9356.000,10736.000,6866.000,9917.000,9622.000,10863.000,1514.000,4109.000,1689.000,3396.000,7214.000,4664.000,2832.000,2349.000,1050.000,,1430.000,4443.000,5462.000,10207.000,11081.000,7466.000,1759.000,11686.000,4408.000,9632.000,2901.000,2939.000,10658.000,11441.000,9538.000,7798.000,2522.000,2975.000,10812.000,5866.000,11086.000,10905.000,11178.000,8834.000,1610.000,724.000,2550.000,10769.000,11448.000,1775.000,5661.000,10512.000,8216.000,495.000,8175.000,10580.000,7436.000,5563.000,6027.000,6067.000,10719.000,13110.000,2713.000,2454.000,2867.000,2412.000,11547.000,9479.000,4418.000,1589.000,10748.000,2643.000,1563.000,1607.000,8911.000,9792.000,10652.000,8935.000,2513.000,2126.000,7925.000,6013.000,10860.000,7017.000,4523.000,1376.000,4771.000,6308.000,5660.000,10592.000,11131.000,11135.000,11079.000,10319.000,11183.000,2819.000,7726.000,11082.000,10743.000,10270.000,2279.000,2914.000,8466.000,8379.000,5779.000,4192.000,,5759.000,4220.000,9353.000,2849.000,,3474.000,10938.000,1655.000,11641.000,13147.000,2800.000,10773.000,5251.000,10735.000,10971.000,9555.000,7334.000,5788.000,2246.000,4247.000,11641.000,1609.000,2491.000,1794.000,4405.000,1139.000,2767.000,10881.000,10852.000,2851.000,,3877.000,3392.000,8711.000,10863.000,11269.000,10421.000,9597.000,10990.000,11123.000,694.000,1336.000,11073.000,11252.000,1504.000,3158.000,8042.000,2508.000,10123.000,7111.000,10149.000,2014.000,1997.000,10997.000,10698.000,5775.000,10684.000,2468.000,2767.000,11186.000,3061.000,10833.000,2026.000,10751.000,10349.000,10947.000,9782.000,2905.000,1732.000,10488.000,5864.000,
Sao Francisco do Sul,9515.000,6425.000,6587.000,6190.000,5780.000,9738.000,6869.000,8588.000,4804.000,6557.000,1173.000,8144.000,5065.000,10396.000,4803.000,5106.000,8946.000,3741.000,9536.000,3683.000,5748.000,9693.000,5691.000,11866.000,4791.000,4114.000,11320.000,9009.000,10509.000,3865.000,4640.000,8759.000,5777.000,7909.000,5130.000,8420.000,8715.000,11743.000,8614.000,11627.000,5833.000,9577.000,9427.000,11734.000,5319.000,7862.000,5505.000,5064.000,8322.000,904.000,5092.000,6161.000,4873.000,3600.000,5242.000,5718.000,9275.000,11099.000,11249.000,8574.000,5571.000,8042.000,5687.000,10524.000,3934.000,3962.000,11550.000,11417.000,10429.000,8906.000,4970.000,6729.000,11499.000,8632.000,11255.000,11528.000,11285.000,9726.000,5409.000,4548.000,6362.000,11660.000,11714.000,5591.000,9474.000,11403.000,9108.000,4304.000,9067.000,11400.000,8544.000,8943.000,8247.000,9879.000,11497.000,9402.000,6529.000,6266.000,3823.000,6224.000,11423.000,9846.000,5697.000,5406.000,11640.000,6455.000,5326.000,5419.000,9783.000,9751.000,6945.000,9827.000,6326.000,5939.000,4217.000,9825.000,11572.000,5983.000,763.000,5199.000,3737.000,5274.000,8824.000,11484.000,11815.000,11782.000,11248.000,6611.000,11725.000,5078.000,8835.000,11251.000,11430.000,11161.000,6092.000,6730.000,4758.000,8557.000,9591.000,5561.000,1881.000,8651.000,5542.000,8610.000,3578.000,3663.000,4492.000,8849.000,5467.000,11627.000,9439.000,3798.000,11664.000,9063.000,11627.000,11863.000,10446.000,3626.000,9600.000,6059.000,482.000,7933.000,5421.000,6307.000,5610.000,5684.000,4952.000,5113.000,11504.000,11564.000,1104.000,3877.000,,5070.000,8889.000,11507.000,11345.000,11325.000,10502.000,11319.000,11826.000,4533.000,5153.000,11262.000,11328.000,5316.000,3701.000,8947.000,6329.000,11027.000,3399.000,10118.000,5830.000,5813.000,11901.000,11494.000,9591.000,11588.000,6285.000,6583.000,11920.000,6882.000,11478.000,5846.000,11456.000,11253.000,11327.000,10687.000,6721.000,5552.000,11393.000,9677.000,
Savannah,8676.000,11343.000,5749.000,5352.000,1481.000,12803.000,6030.000,10670.000,3965.000,5718.000,6127.000,7306.000,4226.000,12500.000,3965.000,3663.000,11028.000,5371.000,12472.000,5305.000,1444.000,11775.000,1361.000,13948.000,3952.000,1209.000,13940.000,10874.000,12591.000,7293.000,1574.000,13676.000,1463.000,12827.000,602.000,8858.000,8806.000,13825.000,12041.000,13709.000,9260.000,12901.000,12596.000,13836.000,3474.000,5405.000,3795.000,6.000,10188.000,5860.000,977.000,5323.000,3439.000,1532.000,4404.000,1391.000,8436.000,13181.000,14054.000,10440.000,4732.000,12960.000,1356.000,12606.000,1225.000,1191.000,13632.000,14414.000,12511.000,10772.000,1168.000,4275.000,13785.000,8839.000,14060.000,13879.000,14151.000,11808.000,3534.000,3642.000,5523.000,13742.000,14421.000,3880.000,8635.000,13485.000,11190.000,3605.000,11149.000,13554.000,10409.000,8537.000,9001.000,9041.000,13692.000,14320.000,4440.000,5427.000,5506.000,5386.000,14520.000,12453.000,1366.000,3695.000,13722.000,5616.000,3328.000,4581.000,11885.000,12765.000,11862.000,11909.000,5487.000,5100.000,9135.000,8986.000,13834.000,9411.000,5719.000,3648.000,7165.000,8702.000,8634.000,13566.000,14105.000,14109.000,14053.000,11529.000,14157.000,964.000,10700.000,14056.000,13717.000,13243.000,5253.000,4641.000,9676.000,11353.000,8753.000,1141.000,3235.000,8733.000,1168.000,12038.000,1726.000,1471.000,1096.000,13767.000,4628.000,14614.000,14356.000,5439.000,13746.000,8225.000,13709.000,13945.000,12528.000,8544.000,8761.000,5220.000,5442.000,12850.000,4582.000,4218.000,3899.000,1353.000,4113.000,1128.000,13855.000,13826.000,4047.000,3392.000,5070.000,,11694.000,13846.000,14253.000,13404.000,12581.000,13974.000,14106.000,3503.000,4320.000,14056.000,14235.000,3470.000,5794.000,11025.000,4243.000,13106.000,8317.000,13132.000,4997.000,3826.000,13980.000,13681.000,8758.000,13667.000,5452.000,5750.000,14169.000,4796.000,13817.000,4031.000,13734.000,13332.000,13931.000,12766.000,5888.000,3832.000,13472.000,8838.000,
Semarang,4112.000,9696.000,5958.000,6683.000,12893.000,1187.000,5905.000,1221.000,7758.000,6198.000,9193.000,4465.000,7664.000,1716.000,7757.000,8900.000,858.000,7880.000,856.000,7866.000,12857.000,1201.000,12773.000,3284.000,7765.000,11369.000,3234.000,2260.000,1969.000,5065.000,11895.000,7385.000,12875.000,7948.000,11428.000,2923.000,3218.000,3160.000,1167.000,3045.000,5317.000,1411.000,992.000,3172.000,9130.000,11759.000,9305.000,11688.000,2296.000,9180.000,11029.000,7272.000,8666.000,10855.000,7660.000,12804.000,3886.000,2516.000,3308.000,2301.000,7346.000,3384.000,12769.000,1980.000,11189.000,11217.000,2967.000,3663.000,1899.000,2318.000,10680.000,10626.000,3126.000,3135.000,3314.000,3220.000,3400.000,1233.000,9226.000,8112.000,6222.000,3078.000,3757.000,9391.000,4070.000,2821.000,726.000,8234.000,747.000,2889.000,2324.000,3458.000,2737.000,4476.000,3028.000,7176.000,10330.000,7377.000,7799.000,7335.000,3811.000,1166.000,12778.000,9206.000,3057.000,6267.000,9213.000,7522.000,1160.000,1149.000,8804.000,1350.000,6840.000,6862.000,10177.000,4422.000,3174.000,5467.000,9039.000,8993.000,5239.000,4764.000,3338.000,2901.000,3440.000,3444.000,3307.000,4573.000,3492.000,11015.000,2241.000,3309.000,3057.000,2575.000,7203.000,10531.000,10216.000,384.000,4188.000,12553.000,9136.000,3154.000,12581.000,1164.000,10833.000,10918.000,11747.000,2338.000,7083.000,3950.000,6990.000,7856.000,3082.000,3682.000,3044.000,3280.000,1916.000,9740.000,4196.000,6672.000,8905.000,7935.000,7521.000,10107.000,9410.000,12766.000,7734.000,10955.000,3196.000,3166.000,8780.000,8711.000,8889.000,11694.000,,3197.000,3510.000,2749.000,1968.000,3258.000,3451.000,8300.000,7415.000,3319.000,3493.000,9155.000,7256.000,869.000,10159.000,2450.000,9551.000,1517.000,7017.000,9614.000,3325.000,3026.000,4203.000,3012.000,7402.000,6338.000,3514.000,10712.000,3167.000,9677.000,3084.000,2676.000,3235.000,2117.000,7242.000,9382.000,2816.000,4273.000,
Senboku,6264.000,7202.000,8110.000,8836.000,15046.000,2597.000,8058.000,3196.000,9910.000,8350.000,10610.000,6618.000,9817.000,1632.000,9909.000,11052.000,2832.000,10758.000,2444.000,10744.000,15009.000,2278.000,14925.000,996.000,9917.000,13704.000,252.000,4235.000,1529.000,7940.000,14475.000,4595.000,15027.000,5281.000,13580.000,5075.000,5370.000,873.000,3621.000,698.000,8126.000,3086.000,2715.000,494.000,11282.000,13911.000,11458.000,13840.000,4294.000,11068.000,13181.000,9425.000,10819.000,13419.000,9812.000,14956.000,6038.000,1085.000,367.000,4276.000,9498.000,3893.000,14921.000,1493.000,13529.000,13567.000,437.000,739.000,1741.000,4293.000,12832.000,12778.000,183.000,5287.000,373.000,48.000,476.000,2311.000,11379.000,10264.000,8374.000,731.000,1042.000,11543.000,6222.000,749.000,2700.000,10386.000,2721.000,382.000,4298.000,5610.000,4889.000,6628.000,257.000,4321.000,12482.000,9529.000,10678.000,9487.000,887.000,2180.000,14931.000,11358.000,840.000,8419.000,11365.000,9674.000,2206.000,2361.000,6290.000,2839.000,8992.000,9014.000,9422.000,6574.000,92.000,8276.000,10926.000,11145.000,8119.000,7573.000,5490.000,416.000,715.000,719.000,366.000,4953.000,767.000,13167.000,4215.000,369.000,217.000,637.000,9355.000,12683.000,8813.000,3309.000,6340.000,14705.000,12015.000,5306.000,14733.000,3618.000,13591.000,13363.000,14078.000,3363.000,9235.000,1235.000,4136.000,10735.000,735.000,5834.000,821.000,992.000,1944.000,9556.000,6349.000,8824.000,11090.000,5269.000,9673.000,12260.000,11562.000,14918.000,9886.000,13107.000,2.000,84.000,11659.000,10863.000,11507.000,13846.000,3197.000,,579.000,792.000,1529.000,289.000,725.000,10461.000,9577.000,369.000,561.000,11316.000,10146.000,2844.000,12320.000,1030.000,9508.000,2540.000,9178.000,11766.000,1045.000,254.000,6364.000,402.000,9563.000,8499.000,818.000,12873.000,39.000,11838.000,188.000,785.000,242.000,1231.000,9403.000,11544.000,859.000,6425.000,
Sendai,6670.000,6722.000,8517.000,9242.000,15452.000,2911.000,8464.000,3602.000,10317.000,8757.000,10447.000,7024.000,10223.000,2038.000,10316.000,11459.000,3239.000,11165.000,2774.000,11151.000,15415.000,2687.000,15332.000,1514.000,10323.000,14110.000,427.000,4641.000,1948.000,8347.000,14882.000,4089.000,15434.000,4801.000,13986.000,5481.000,5777.000,1391.000,3935.000,1216.000,8532.000,3400.000,3029.000,872.000,11689.000,14318.000,11864.000,14247.000,4701.000,10905.000,13588.000,9831.000,11225.000,13826.000,10218.000,15363.000,6445.000,1517.000,294.000,4682.000,9904.000,3959.000,15327.000,1913.000,13936.000,13974.000,955.000,194.000,2158.000,4699.000,13239.000,13184.000,737.000,5694.000,299.000,602.000,134.000,2719.000,11785.000,10671.000,8780.000,1249.000,505.000,11950.000,6629.000,1255.000,3107.000,10793.000,3128.000,813.000,4705.000,6017.000,5296.000,7035.000,775.000,3823.000,12889.000,9936.000,11084.000,9894.000,,2529.000,15337.000,11765.000,1359.000,8825.000,11772.000,10080.000,2612.000,2675.000,5810.000,3248.000,9399.000,9421.000,9001.000,6980.000,646.000,8683.000,10764.000,11551.000,8525.000,7980.000,5897.000,920.000,606.000,573.000,292.000,5007.000,516.000,13574.000,4622.000,295.000,708.000,1044.000,9761.000,13090.000,8339.000,3716.000,6747.000,15112.000,12421.000,5713.000,15139.000,3932.000,13997.000,13770.000,14484.000,3442.000,9642.000,710.000,3637.000,11141.000,1253.000,6240.000,1340.000,1511.000,2361.000,9195.000,6755.000,9231.000,10927.000,4789.000,10080.000,12666.000,11969.000,15324.000,10293.000,13513.000,578.000,638.000,12065.000,11269.000,11345.000,14253.000,3510.000,579.000,,1258.000,1948.000,348.000,616.000,10867.000,9983.000,310.000,,11722.000,10552.000,3250.000,12726.000,1461.000,,2812.000,9584.000,12172.000,1563.000,773.000,6770.000,921.000,9969.000,8905.000,710.000,13279.000,557.000,12244.000,735.000,1230.000,430.000,1650.000,9809.000,11950.000,1326.000,6832.000,
Shanghai,5822.000,7796.000,7668.000,8394.000,14604.000,2436.000,7616.000,2754.000,9469.000,7909.000,10809.000,6176.000,9375.000,1216.000,9468.000,10611.000,2390.000,10317.000,2114.000,10303.000,14567.000,1827.000,14484.000,689.000,9475.000,13262.000,923.000,3793.000,1077.000,7498.000,14033.000,5150.000,14585.000,5861.000,13138.000,4633.000,4928.000,566.000,3320.000,469.000,7684.000,2927.000,2554.000,666.000,10841.000,13469.000,11016.000,13398.000,3852.000,11267.000,12739.000,8983.000,10377.000,12977.000,9370.000,14514.000,5597.000,561.000,1039.000,3834.000,9056.000,4071.000,14479.000,1042.000,13087.000,13125.000,453.000,1259.000,1290.000,3851.000,12390.000,12336.000,663.000,4846.000,1044.000,768.000,1148.000,1859.000,10937.000,9822.000,7932.000,502.000,1271.000,11102.000,5781.000,222.000,2259.000,9945.000,2280.000,515.000,3856.000,5169.000,4448.000,6186.000,542.000,4857.000,12040.000,9088.000,10236.000,9046.000,1362.000,1792.000,14489.000,10916.000,462.000,7977.000,10924.000,9232.000,1790.000,2200.000,6884.000,2387.000,8551.000,8572.000,10059.000,6132.000,716.000,7834.000,11126.000,10703.000,7677.000,7132.000,5049.000,460.000,955.000,959.000,1038.000,5207.000,1007.000,12726.000,3773.000,1040.000,618.000,516.000,8913.000,12241.000,9412.000,2872.000,5898.000,14264.000,11573.000,4865.000,14291.000,3317.000,13149.000,12922.000,13636.000,3527.000,8793.000,1445.000,4672.000,10293.000,506.000,5392.000,449.000,686.000,1492.000,10169.000,5907.000,8383.000,11290.000,5849.000,9231.000,11818.000,11121.000,14476.000,9445.000,12665.000,791.000,708.000,11217.000,10421.000,11325.000,13404.000,2749.000,792.000,1258.000,,1079.000,969.000,965.000,10020.000,9136.000,1049.000,1241.000,10876.000,9706.000,2404.000,11880.000,521.000,10096.000,2461.000,8738.000,11324.000,729.000,540.000,5924.000,505.000,9123.000,8059.000,1008.000,12433.000,798.000,11398.000,619.000,,923.000,781.000,8963.000,11103.000,91.000,5984.000,
Shenzhen,4998.000,8560.000,6845.000,7570.000,13780.000,2105.000,6792.000,1930.000,8645.000,7085.000,10767.000,5352.000,8551.000,708.000,8644.000,9787.000,1567.000,9493.000,1600.000,9479.000,13743.000,998.000,13660.000,1612.000,8651.000,12438.000,1625.000,2969.000,,6675.000,13210.000,5956.000,13762.000,6640.000,12314.000,3809.000,4105.000,1489.000,2807.000,1373.000,6860.000,2594.000,2223.000,1500.000,10017.000,12646.000,10192.000,12575.000,3029.000,10756.000,11916.000,8159.000,9553.000,12154.000,8546.000,13691.000,4773.000,844.000,1740.000,3010.000,8232.000,4010.000,13655.000,71.000,12264.000,12302.000,1295.000,2081.000,,3027.000,11567.000,11512.000,1449.000,4022.000,1746.000,1549.000,1838.000,1031.000,10113.000,8999.000,7108.000,1406.000,2085.000,10278.000,4957.000,1149.000,1435.000,9121.000,1456.000,1217.000,3033.000,4345.000,3624.000,5363.000,1356.000,5679.000,11217.000,8264.000,9412.000,8222.000,2184.000,1279.000,13665.000,10093.000,1385.000,7153.000,10100.000,8408.000,1169.000,1869.000,7648.000,1559.000,7727.000,7749.000,10603.000,5308.000,1497.000,7011.000,10615.000,9879.000,6853.000,6308.000,4225.000,1230.000,1768.000,1772.000,1739.000,5155.000,1820.000,11902.000,2950.000,1742.000,1380.000,928.000,8089.000,11418.000,10132.000,2091.000,5075.000,13440.000,10749.000,4041.000,13467.000,2804.000,12325.000,12098.000,12812.000,3363.000,7970.000,2278.000,5494.000,9469.000,1410.000,4568.000,1372.000,1608.000,492.000,10290.000,5083.000,7559.000,10519.000,6627.000,8408.000,10994.000,10297.000,13652.000,8621.000,11842.000,1528.000,1490.000,10393.000,9597.000,10502.000,12581.000,1968.000,1529.000,1948.000,1079.000,,1667.000,1778.000,9195.000,8311.000,1749.000,1930.000,10050.000,8880.000,1578.000,11054.000,778.000,10102.000,2140.000,7912.000,10500.000,1652.000,1353.000,5098.000,1339.000,8297.000,7233.000,1841.000,11607.000,1498.000,10572.000,1406.000,1004.000,1623.000,377.000,8137.000,10278.000,1144.000,5160.000,
Shimizu,6391.000,6964.000,8238.000,8963.000,15173.000,2664.000,8185.000,3324.000,10038.000,8478.000,10421.000,6745.000,9944.000,1758.000,10037.000,11180.000,2960.000,10886.000,2522.000,10872.000,15137.000,2407.000,15053.000,1224.000,10045.000,13831.000,134.000,4362.000,1668.000,8068.000,14603.000,4356.000,15155.000,5042.000,13708.000,5203.000,5498.000,1101.000,3689.000,926.000,8253.000,3154.000,2783.000,722.000,11410.000,14039.000,11585.000,13968.000,4422.000,10879.000,13309.000,9552.000,10946.000,13547.000,9939.000,15084.000,6166.000,1228.000,128.000,4403.000,9625.000,3841.000,15048.000,1632.000,13657.000,13695.000,665.000,501.000,1878.000,4420.000,12960.000,12905.000,447.000,5415.000,134.000,312.000,238.000,2439.000,11506.000,10392.000,8501.000,959.000,811.000,11671.000,6350.000,966.000,2828.000,10514.000,2849.000,524.000,4426.000,5738.000,5017.000,6756.000,485.000,4083.000,12610.000,9657.000,10805.000,9615.000,649.000,,15058.000,11486.000,1069.000,8546.000,11493.000,9802.000,2332.000,2429.000,6052.000,2968.000,9120.000,9142.000,9242.000,6701.000,357.000,8404.000,10738.000,11272.000,8246.000,7701.000,5618.000,631.000,912.000,879.000,127.000,4889.000,822.000,13295.000,4343.000,130.000,418.000,763.000,9483.000,12811.000,8580.000,3437.000,6468.000,14833.000,12142.000,5434.000,14860.000,3686.000,13718.000,13491.000,14206.000,3324.000,9363.000,1008.000,3897.000,10862.000,963.000,5962.000,1050.000,1221.000,2081.000,9341.000,6476.000,8952.000,10902.000,5030.000,9801.000,12387.000,11690.000,15045.000,10014.000,13235.000,289.000,349.000,11786.000,10990.000,11319.000,13974.000,3258.000,289.000,348.000,969.000,1667.000,,918.000,10588.000,9704.000,134.000,326.000,11443.000,10273.000,2972.000,12448.000,1171.000,,2580.000,9305.000,11894.000,1274.000,483.000,6491.000,631.000,9690.000,8626.000,1012.000,13000.000,268.000,11965.000,446.000,941.000,135.000,1369.000,9530.000,11671.000,1036.000,6553.000,
Shinminato,6524.000,6975.000,8370.000,9096.000,15306.000,3030.000,8318.000,3456.000,10170.000,8610.000,10928.000,6878.000,10076.000,1909.000,10169.000,11312.000,3092.000,11018.000,2806.000,11004.000,15269.000,2529.000,15185.000,1162.000,10177.000,13964.000,909.000,4494.000,1779.000,8200.000,14735.000,4330.000,15287.000,5041.000,13840.000,5335.000,5630.000,1039.000,4013.000,864.000,8386.000,3519.000,3148.000,476.000,11542.000,14171.000,11717.000,14100.000,4554.000,11386.000,13441.000,9685.000,11079.000,13679.000,10072.000,15216.000,6298.000,1308.000,868.000,4536.000,9758.000,4424.000,15181.000,1743.000,13789.000,13827.000,586.000,439.000,1991.000,4552.000,13092.000,13038.000,597.000,5547.000,874.000,701.000,704.000,2561.000,11639.000,10524.000,8634.000,897.000,,11803.000,6482.000,922.000,2960.000,10646.000,2981.000,769.000,4558.000,5870.000,5149.000,6888.000,476.000,4037.000,12742.000,9789.000,10938.000,9747.000,542.000,2485.000,15191.000,11618.000,1007.000,8679.000,11625.000,9934.000,2483.000,2794.000,6063.000,3089.000,9252.000,9274.000,9239.000,6834.000,650.000,8536.000,11245.000,11405.000,8379.000,7833.000,5750.000,593.000,,,867.000,5488.000,130.000,13427.000,4475.000,870.000,552.000,996.000,9615.000,12943.000,8592.000,3573.000,6600.000,14965.000,12275.000,5566.000,14993.000,4010.000,13851.000,13623.000,14338.000,3883.000,9495.000,691.000,3852.000,10995.000,901.000,6094.000,988.000,1159.000,2194.000,9526.000,6608.000,9084.000,11408.000,5029.000,9933.000,12520.000,11822.000,15178.000,10146.000,13367.000,725.000,642.000,11919.000,11123.000,11826.000,14106.000,3451.000,725.000,616.000,965.000,1778.000,918.000,,10720.000,9836.000,885.000,625.000,11576.000,10405.000,3104.000,12580.000,1258.000,9568.000,2996.000,9438.000,12026.000,1212.000,473.000,6623.000,540.000,9823.000,8758.000,490.000,13133.000,739.000,12098.000,553.000,958.000,907.000,1480.000,9662.000,11803.000,1032.000,6685.000,
Sines,5282.000,10796.000,2354.000,1957.000,4721.000,9408.000,2635.000,7275.000,570.000,2324.000,5591.000,3911.000,831.000,9105.000,570.000,667.000,7633.000,3385.000,9077.000,3320.000,4685.000,8381.000,4601.000,10553.000,557.000,3403.000,10546.000,7480.000,9196.000,5552.000,4174.000,13130.000,4703.000,12280.000,3238.000,5463.000,5411.000,10430.000,8934.000,10314.000,7519.000,9478.000,9201.000,10442.000,898.000,3526.000,1073.000,3497.000,6793.000,5324.000,2832.000,1928.000,434.000,3136.000,1009.000,4632.000,5041.000,9786.000,10659.000,7045.000,1337.000,11563.000,4596.000,9211.000,3233.000,3271.000,10237.000,11019.000,9117.000,7377.000,2477.000,2393.000,10391.000,5445.000,10665.000,10484.000,10757.000,8413.000,994.000,247.000,2128.000,10348.000,11026.000,1158.000,5240.000,10091.000,7795.000,314.000,7754.000,10159.000,7015.000,5142.000,5606.000,5646.000,10297.000,13773.000,2097.000,2033.000,3520.000,1991.000,11126.000,9058.000,4606.000,973.000,10327.000,2222.000,980.000,1186.000,8490.000,9371.000,11316.000,8514.000,2092.000,1705.000,8588.000,5592.000,10439.000,7670.000,5183.000,760.000,5424.000,6961.000,5239.000,10171.000,10710.000,10714.000,10658.000,10982.000,10762.000,2818.000,7305.000,10661.000,10322.000,9849.000,1858.000,2298.000,9129.000,7958.000,5358.000,4381.000,3008.000,5338.000,4408.000,8931.000,3318.000,,3770.000,10516.000,1234.000,11220.000,13810.000,3453.000,10352.000,4830.000,10314.000,10550.000,9134.000,7997.000,5366.000,1825.000,4906.000,12304.000,1187.000,1875.000,1177.000,4593.000,718.000,2756.000,10460.000,10431.000,3516.000,694.000,4533.000,3503.000,8300.000,10461.000,10867.000,10020.000,9195.000,10588.000,10720.000,,897.000,10634.000,10812.000,910.000,3808.000,7603.000,1914.000,9683.000,7771.000,9709.000,1574.000,1381.000,10557.000,10258.000,5335.000,10244.000,2029.000,2327.000,10747.000,2467.000,10394.000,1432.000,10312.000,9909.000,10508.000,9343.000,2465.000,1137.000,10049.000,5443.000,
