from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bahrain,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guanabara,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ogishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang
Sines,11281,10796,13127,1957,4721,11425,13075,10275,570,2324,5591,11442,11635,831,12083,570,667,10633,3385,11222,3320,4685,11380,4601,13553,557,3403,13545,10695,12195,5552,4174,13130,4703,12280,3238,10106,10402,13429,10300,13314,7519,11263,11114,13441,898,3526,1073,3497,10009,5324,2832,1928,434,3136,1009,4632,11055,12785,13659,10261,1337,12339,4596,4201,12210,3233,3271,13236,14019,12116,10593,2477,2393,13390,10319,13664,13483,13756,11412,994,247,2128,13347,14026,1158,11239,13090,10794,314,10753,13158,10230,10630,9933,11645,13297,13773,2097,2033,3520,1991,14125,11533,4606,973,13326,2222,980,1186,11469,11437,11316,11513,2092,1705,8588,11591,13438,7670,5183,760,5424,6961,10511,13171,13709,13713,13658,10982,13761,2818,10521,13660,13321,12848,1858,2298,9129,10243,11357,4381,3008,10338,4408,10297,3318,3134,3770,12300,1234,14219,13810,3453,13351,10851,13313,13549,12133,7997,11366,1825,4906,12304,1187,1875,1177,4593,718,2756,13460,13431,3516,694,4533,3503,10570,13460,13866,13020,12194,13587,13720,,897,13664,13843,910,3808,10633,1914,12713,7771,11804,1574,1381,13588,13288,11373,13275,2029,2327,13777,2467,13424,1432,13342,12939,13538,12373,2465,1137,13079
Skikda,11894,11412,13741,1073,5519,12038,13688,10888,384,1439,6210,12056,12248,355,12696,383,1526,11246,3998,11836,3933,5483,11993,5399,14166,396,4177,14158,11309,12809,6165,4949,13745,5501,12896,4054,10720,11015,14043,10913,13927,8133,11874,11727,14054,1756,4385,1931,4314,10622,5943,3655,1044,1292,3893,410,5430,11669,13399,14272,10874,458,12953,5394,4816,12824,4003,4041,13849,14632,12729,11206,3306,3251,14003,10932,14278,14097,14369,12026,1852,738,1244,13960,14639,2017,11853,13703,11408,860,11366,13772,10844,11243,10547,12258,13910,14389,2956,1148,4133,1106,14738,12146,5404,1832,13940,1337,1839,454,12083,12051,11931,12127,1208,821,9204,12204,14052,8283,5802,1618,6037,7574,11124,13784,14323,14327,14271,11598,14375,3641,11134,14274,13934,13461,974,3157,9745,10857,11971,5179,3641,10951,5206,10910,4064,3837,4552,12914,349,14832,14426,4066,13964,11464,13927,14163,12746,8613,11979,941,5526,12919,455,2733,2036,5391,384,3581,14073,14044,4137,1336,5153,4320,11184,14074,14480,13633,12808,14201,14333,897,,14274,14453,1772,4418,11243,2776,13324,8383,12415,709,2239,14198,13899,11983,13885,1164,1462,14387,3329,14035,2294,13952,13550,14148,12984,1601,1999,13690
Sodegaura,6474,6927,8321,15315,16124,2722,8268,3406,13928,15682,10364,6636,6828,14189,1842,13928,14257,3042,10969,2583,10955,16092,2491,16036,1305,13915,14458,217,4445,1750,8150,14984,4318,16121,5005,15408,5285,5581,1181,3747,1006,8336,3210,2840,802,14487,17084,14662,15399,4505,10823,15279,15286,14024,13944,14367,16062,6249,1307,19,4486,14695,3850,16031,11482,1715,14278,14306,745,463,1962,4503,15039,15950,527,5498,13,392,200,2523,14583,13673,15486,1039,774,14748,6433,1045,2911,13429,2932,604,4509,5821,5100,6838,565,4045,15687,15391,10888,15349,611,2332,16041,14563,1149,15580,14538,14544,2416,2486,6015,3051,15450,15063,9205,6784,437,8486,10681,14350,8329,7784,5701,710,875,841,20,4898,785,15265,4425,13,498,848,15216,15888,8543,3520,6551,15905,12225,5517,15886,3743,13922,14008,14836,3333,14592,970,3860,10945,1043,6044,1130,1301,2165,9306,6559,15183,10845,4993,14545,15465,14767,16028,14076,15240,369,429,11869,13014,11262,15405,3319,369,310,1049,1749,134,885,13664,14274,,285,14488,10354,3052,15492,1250,9277,2629,14958,14971,1353,562,6572,711,15413,15712,971,16045,347,15010,525,1020,220,1451,15850,14715,1115
Soma,6653,6731,8499,15494,16303,2893,8447,3585,14107,15860,10430,6814,7007,14368,2021,14107,14436,3221,11148,2757,11134,16271,2669,16214,1497,14094,14637,409,4624,1931,8329,15163,4098,16300,4802,15586,5464,5759,1374,3918,1198,8515,3383,3011,881,14666,17262,14841,15578,4683,10888,15457,15465,14202,14122,14546,16241,6427,1499,276,4665,14874,3942,16210,11547,1835,14457,14485,938,203,2141,4682,15217,16129,719,5677,282,585,89,2702,14762,13852,15665,1232,514,14927,6611,1238,3089,13607,3110,796,4687,5999,5278,7017,757,3832,15866,15569,11067,15527,356,2511,16220,14742,1341,15758,14717,14723,2595,2657,5819,3230,15629,15242,9010,6963,629,8665,10747,14528,8508,7962,5879,902,615,582,275,4990,525,15444,4604,277,690,1027,15395,16067,8348,3698,6729,16084,12404,5695,16064,3914,14101,14186,15015,3425,14770,719,3646,11124,1236,6223,1322,1493,2344,9208,6738,15362,10911,4788,14724,15643,14946,16207,14255,15419,561,621,12048,13192,11328,15584,3493,561,28,1241,1930,326,625,13843,14453,285,,14669,10535,3233,15673,1443,9226,2795,15139,15149,1546,755,6753,904,15594,15892,719,16226,540,15191,718,1213,413,1632,16031,14896,1308
South Hook,12101,11608,13947,2812,4771,12245,13895,11095,1426,3179,6373,12263,12455,1687,12903,1425,555,11453,4205,12043,4140,4734,12200,4651,14373,1413,3660,14365,11515,13015,6372,4430,13941,4753,13092,3170,10926,11222,14250,11120,14134,8339,12084,11934,14261,3,2725,462,3464,10829,6106,2719,2783,534,3507,1864,4681,11875,13605,14479,11081,2193,13160,4646,5203,13031,3526,3564,14056,14839,12936,11413,2365,1592,14210,11139,14484,14303,14576,12232,145,1103,2984,14167,14846,548,12060,13910,11614,1170,11573,13979,11050,11450,10753,12465,14117,14585,1486,2888,4340,2846,14945,12353,4656,363,14146,3077,346,2041,12289,12257,12127,12333,2948,2561,9400,12411,14258,8490,5965,407,6244,7781,11331,13991,14529,14533,14478,11794,14581,2706,11341,14480,14141,13668,2714,1688,9941,11064,12177,4431,3730,11158,4458,11117,3733,3442,3952,13121,2089,15039,14622,4273,14171,11671,14133,14369,12953,8809,12186,2681,5688,13115,2043,1264,567,4643,1574,2643,14280,14251,4294,1504,5316,3470,11390,14280,14686,13840,13014,14407,14540,910,1772,14488,14669,,4628,11453,1272,13534,8582,12625,2430,770,14408,14109,12193,14095,2885,3183,14597,1825,14244,790,14162,13760,14358,13193,3321,496,13899
Soyo,7967,9176,9813,5459,6770,8110,9761,6960,4072,5826,4496,8128,8321,4333,8769,4072,4401,7319,738,7908,732,6733,8066,6649,10239,4059,5082,10231,7381,8881,2238,5680,11510,6751,10660,5678,6792,7087,10115,6986,10000,4205,7949,7799,10127,4631,7228,4806,5788,6695,4305,5475,5430,4168,4572,4511,6680,7741,9471,10345,6947,4839,9025,6645,3370,8896,4877,4913,9922,10705,8802,7279,5193,6094,10076,7005,10350,10169,10442,8098,4727,3817,5630,10033,10712,4892,7925,9776,7480,3573,7439,9844,6916,7315,6619,8331,9983,12153,5831,5535,657,5493,10811,8219,6655,4707,10012,5724,4682,4688,8155,8123,9695,8199,5594,5207,6968,8277,10124,4356,4163,4494,2110,3647,7197,9856,10395,10399,10343,8974,10447,5461,7207,10346,10007,9534,5360,6032,7509,6929,8043,6429,3074,7024,6457,6983,4618,4611,5509,8986,4736,10905,12190,714,10037,7537,9999,10235,8819,6377,8051,5327,3942,10683,4689,5609,4911,6642,4220,5411,10146,10116,3060,3158,3701,5794,7256,10146,10552,9706,8880,10273,10405,3808,4418,10354,10535,4628,,7319,5632,9400,6150,8490,5099,5115,10274,9975,8059,9961,5554,5852,10463,6185,10110,5150,10028,9626,10224,9059,5990,4856,9765
Sungai Udang,3443,9857,5289,12284,13093,1894,5237,375,10897,12650,9212,3605,3797,11158,1488,10897,11226,4,7938,1562,7924,13061,764,13005,2937,10884,11427,2929,1414,1580,5119,11953,7258,13090,7943,12377,2254,2550,2814,1887,2698,5305,2122,1698,2825,11456,14053,11631,12368,1473,9201,12248,12255,10992,10913,11336,13031,3218,2169,3043,1455,11664,4091,13000,8714,1595,11247,11275,2620,3403,1500,1472,12007,12919,2774,2467,3049,2868,3140,796,11552,10642,12455,2731,3410,11717,3402,2474,178,10398,137,2543,1477,2790,2069,3807,2681,6985,12656,12360,7857,12318,3509,1442,13010,11532,2710,12549,11507,11513,873,1856,8945,897,12419,12032,10883,3753,2822,5455,9060,11318,5298,4753,2670,2555,3093,3097,3042,5280,3146,12234,1394,3044,2705,2232,12185,12857,10922,992,3520,12874,9194,2486,12855,1884,10891,10976,11805,3044,11561,3603,6800,7914,2735,3013,2697,2934,1517,10387,3528,12152,8963,7931,11514,12433,11736,12997,11045,12209,2844,2815,8838,9982,8947,12374,869,2844,3250,2404,1578,2972,3104,10633,11243,3052,3233,11453,7319,,12460,2095,10163,2214,11926,11940,2969,2670,3539,2656,12381,12679,3158,13013,2805,11977,2723,2321,2919,1754,12817,11683,2460
Swinoujscie,13105,12599,14951,3817,5617,13249,14899,12099,2430,4183,7386,13267,13459,2691,13907,2429,1531,12457,5209,13047,5144,5580,13204,5496,15377,2417,4561,15369,12519,14020,7376,5285,14933,5598,14083,3943,11930,12226,15254,12124,15138,9343,13093,12938,15265,1276,2589,877,4237,11833,7119,3493,3787,1528,4481,2869,5527,12880,14609,15483,12085,3197,14164,5492,6035,14035,4444,4482,15060,15843,13940,12417,3138,1456,15214,12143,15489,15308,15580,13236,1256,2107,3988,15171,15850,847,13064,14914,12618,2174,12577,14983,12055,12454,11757,13469,15121,15576,297,3892,5344,3850,15949,13357,5502,1000,15150,4081,1337,3046,13294,13261,13119,13337,3952,3565,10391,13415,15262,9494,6978,1397,7248,8785,12335,14995,15533,15537,15482,12785,15586,3479,12345,15484,15145,14672,3718,515,10932,12068,13182,5276,4749,12162,5304,12121,4706,4400,4807,14125,3093,16043,15613,5277,15175,12675,15137,15373,13957,9800,13190,3685,6701,14107,3047,139,811,5489,2578,3416,15284,15255,5307,2508,6329,4243,12395,15284,15690,14844,14018,15411,15544,1914,2776,15492,15673,1272,5632,12460,,14543,9581,13634,3439,735,15417,15118,13202,15104,3894,4192,15606,679,15254,688,15171,14769,15368,14203,4331,872,14909
Taichung,5524,8076,7370,14364,15173,2160,7317,2456,12978,14731,10663,5685,5878,13239,918,12977,13307,2092,10018,1815,10004,15142,1529,15085,1055,12965,13508,1126,3494,779,7200,14034,5452,15170,6154,14457,4335,4630,932,3022,819,7385,2655,2278,973,13537,16133,13712,14449,3554,11121,14328,14335,13073,12993,13416,15112,5298,145,1241,3536,13745,3879,15081,10475,743,13328,13356,761,1561,991,3552,14088,15000,950,4547,1247,1050,1350,1561,13633,12722,14536,852,1565,13798,5482,592,1960,12478,1981,724,3558,4870,4149,5888,836,5159,14736,14440,9938,14398,1664,1494,15090,13612,828,14629,13588,13593,1492,1924,7164,2089,14500,14113,10255,5834,998,7536,10980,13399,7378,6833,4750,723,1248,1252,1240,5024,1300,14314,3475,1243,881,491,14266,14937,9683,2573,5600,14954,11274,4566,14935,3018,12972,13057,13886,3335,13641,1752,4974,9995,856,5094,815,1052,1194,10115,5608,14233,11044,6143,13595,14514,13817,15077,13126,14290,1029,990,10918,12063,11027,14455,2450,1030,1461,521,778,1171,1258,12713,13324,1250,1443,13534,9400,2095,14543,,9978,2201,14016,14020,1102,839,5629,818,14471,14769,1320,15102,1005,14067,913,453,1130,486,14907,13773,593
Talcahuano,10887,3172,12733,9423,9027,8531,12680,9802,8037,9790,2501,11048,11241,8298,9629,8036,8356,10160,6493,9404,6447,8995,10197,8939,10412,8024,7361,9418,10300,10103,5419,7887,5680,9024,4817,8377,9712,10007,10289,8605,10118,7275,8474,8573,9824,8586,11115,8750,8311,9614,2960,8339,9394,8122,6847,8475,8965,10661,10038,9267,9866,8804,6484,8934,3477,10068,7181,7209,9857,9184,10286,10198,8217,9981,9666,9925,9273,9531,9209,10229,8687,7781,9595,10151,9456,8835,10845,10092,10114,7537,10135,9650,9835,10235,9539,11251,9677,6323,9774,9499,6506,9457,9220,9225,8944,8650,10242,9688,8574,8652,9777,8926,3789,10658,9559,9172,857,11197,9575,7425,2818,8448,5291,6716,10117,9757,9558,9524,9266,5034,9468,8325,10126,9269,9610,9652,9325,9975,1441,9411,10963,8808,5128,9943,8789,8602,6825,6910,7739,7277,8700,9295,6360,6528,10155,10457,10229,10409,10489,262,10971,9292,2982,4841,8654,9552,8854,8931,8185,8360,9507,9567,4345,7111,3399,8317,9551,9508,9207,10096,10102,9326,9568,7771,8383,9277,9226,8582,6150,10163,9581,9978,,8948,9062,9058,10456,9671,10977,9819,9517,9815,9660,10125,9479,9090,9634,9989,9415,9837,9954,8796,10164
Tangguh,5550,8668,7396,13455,14264,679,7344,2575,12069,13822,9639,5711,5904,12330,1508,12068,12398,2212,9109,1339,9095,14233,2076,14176,2975,12056,12599,2571,3614,2141,6316,13125,6463,14261,6939,13548,4361,4656,2852,1704,2699,6626,1169,798,2739,12628,15224,12803,13540,3674,10097,13419,13426,12164,12084,12507,14203,5324,2261,2620,3655,12836,2855,14171,9807,2122,12419,12447,2550,2965,2208,3672,13179,14091,2529,4573,2626,2563,2702,2108,12724,11813,13627,2732,3275,12889,5509,2524,2080,11569,2101,2341,3678,4896,4175,5914,2527,6308,13827,13531,9028,13489,3113,1238,14181,12703,2760,13720,12679,12684,1656,644,7776,2537,13591,13204,9515,5860,2577,6776,9956,12490,6485,6073,4776,2443,2986,2990,2619,4000,3038,13405,3595,2622,2460,2055,13357,14028,9473,1822,5626,14045,10365,4592,14026,1701,12063,12148,12977,1938,12732,3472,6142,9086,2736,5120,2747,2972,2411,9135,5635,13324,10120,6926,12686,13605,12908,14168,12217,13381,2539,2570,10009,11154,10118,13546,1517,2540,2812,2461,2140,2580,2996,11804,12415,2629,2795,12625,8490,2214,13634,2201,8948,,13095,13111,3016,2524,5641,2580,13550,13848,3081,14182,2511,13146,2487,2390,2572,1984,13986,12852,2527
Taranto,12571,12089,14418,644,6196,12715,14365,11565,1061,1030,6887,12733,12925,964,13373,1060,2203,11923,4676,12513,4610,6160,12670,6076,14843,1068,4855,14836,11986,13486,6843,5626,14423,6178,13573,4731,11397,11692,14720,11591,14604,8810,12550,12404,14731,2433,5062,2608,4991,11299,6620,4332,455,1970,4570,959,6107,12346,14076,14949,11552,647,13630,6072,5450,13501,4680,4718,14527,15309,13407,11883,3983,3929,14680,11609,14955,14774,15047,12703,2529,1415,855,14637,15316,2694,12530,14380,12085,1537,12044,14449,11521,11920,11224,12936,14587,15066,3633,560,4811,518,15415,12823,6081,2509,14617,912,2516,823,12760,12728,12609,12804,779,616,9881,12881,14729,8960,6479,2296,6714,8251,11802,14461,15000,15004,14948,12275,15052,4318,11812,14951,14612,14139,386,3834,10422,11534,12648,5856,4318,11628,5884,11588,4742,4514,5229,13591,398,15509,15103,4744,14641,12142,14604,14840,13424,9290,12656,512,6203,13597,822,3410,2713,6069,1037,4258,14750,14721,4814,2014,5830,4997,11861,14751,15157,14310,13485,14878,15010,1574,709,14958,15139,2430,5099,11926,3439,14016,9062,13095,,2917,14874,14575,12660,14561,575,1038,15064,4005,14711,2970,14629,14226,14825,13660,1171,2676,14366
Teesport,12582,12076,14428,3293,5199,12726,14376,11575,1907,3660,6862,12743,12936,2168,13384,1906,1008,11936,4686,12523,4620,5162,12681,5079,14854,1894,4143,14846,11996,13496,6853,4867,14410,5181,13560,3525,11407,11702,14730,11601,14615,8820,12570,12414,14742,752,2356,355,3820,11310,6596,3075,3250,1010,4064,2326,5109,12360,14086,14965,11566,2657,13643,5074,5433,13511,4026,4064,14537,15320,13412,11898,2724,1227,14691,11624,14966,14782,15057,12713,841,1562,3452,14661,15326,333,12542,14391,12094,1665,12055,14459,11535,11935,11238,12956,14597,15061,927,3371,4827,3316,15426,12839,5084,477,14627,3546,920,2505,12781,12744,12604,12814,3415,3030,9876,12902,14737,8972,6462,870,6709,8263,11816,14471,15010,15014,14958,12270,15062,3051,11826,14961,14622,14149,3176,1129,10417,11550,12668,4859,4234,11645,4886,11603,4289,3983,4390,13607,2555,15521,15097,4759,14652,12156,14614,14848,13434,9288,12673,3146,6186,13591,2506,705,303,5071,2033,3002,14760,14732,4791,1997,5813,3826,11882,14760,15167,14319,13495,14888,15020,1381,2239,14971,15149,770,5115,11940,735,14020,9058,13111,2917,,14894,14595,12680,14581,3372,3670,15084,1288,14731,364,14648,14246,14845,13680,3808,349,14386
Tianjin Lingang,6398,8039,8244,15239,16048,3004,8192,3330,13852,15605,11283,6559,6752,14113,1792,13852,14181,2966,10893,2689,10879,16016,2403,15959,46,13839,14382,1228,4369,1653,8074,14908,5393,16045,6104,15331,5209,5504,219,3896,429,8260,3498,3123,909,14411,17007,14586,15323,4428,11742,15202,15210,13947,13867,14291,15986,6172,1138,1344,4410,14619,4580,15955,11554,1617,14202,14230,694,1502,1866,4427,14962,15874,916,5422,1350,1020,1453,2435,14507,13597,15410,456,1524,14672,6356,645,2834,13352,2855,873,4432,5744,5023,6762,795,5101,15611,15314,10812,15272,1605,2368,15965,14487,536,15503,14462,14468,2366,2769,7127,2963,15374,14987,10303,6708,969,8410,11600,14273,8253,7707,5624,781,1202,1206,1343,5681,1250,15189,4349,1345,871,1010,15140,15812,9655,3447,6474,15829,12149,5440,15809,3893,13846,13931,14760,4036,14515,1688,4915,10869,460,5968,477,152,2068,10520,6483,15107,11764,6092,14469,15388,14691,15952,14000,15164,1044,961,11793,12937,11901,15329,3325,1045,1563,729,1652,1274,1212,13588,14198,1353,1546,14408,10274,2969,15417,1102,10456,3016,14874,14894,,789,6502,745,15343,15642,1247,15975,1055,14940,868,722,1223,1359,15780,14645,802
Tobata,6099,7316,7945,14940,15748,2563,7893,3031,13553,15306,10596,6260,6453,13814,1484,13552,13882,2667,10593,2381,10579,15717,2104,15660,744,13540,14083,438,4069,1354,7775,14609,4671,15745,5382,15032,4910,5205,620,3588,445,7961,3053,2681,241,14112,16708,14287,15024,4129,11054,14903,14911,13648,13568,13992,15687,5873,883,553,4111,14320,3953,15656,11298,1318,13903,13931,184,780,1566,4127,14663,15575,126,5122,559,230,662,2136,14208,13297,15111,478,789,14373,6057,497,2535,13053,2556,298,4133,5445,4724,6463,6,4378,15311,15015,10513,14973,883,2060,15665,14187,588,15204,14163,14169,2058,2327,6404,2664,15075,14688,9580,6409,178,8111,10913,13974,7954,7408,5325,164,463,467,552,5016,515,14890,4050,555,81,569,14841,15512,8933,3148,6175,15529,11850,5141,15510,3584,13547,13632,14461,3412,14216,982,4193,10570,482,5669,569,740,1769,9729,6183,14808,11077,5370,14170,15089,14392,15653,13701,14865,253,170,11493,12638,11494,15030,3026,254,773,540,1353,483,473,13288,13899,562,755,14109,9975,2670,15118,839,9671,2524,14575,14595,789,,6198,150,15040,15338,566,15672,268,14636,82,533,436,1055,15476,14342,607
Tombak,245,13376,3022,13024,13833,5312,2969,3178,11637,13391,9952,127,1530,11898,5008,11637,11966,3537,8678,4980,8664,13801,4284,13745,6456,11624,12167,6449,3383,5099,5859,12693,10778,13830,11463,13117,1365,1294,6333,4838,6218,6045,5406,5104,6345,12196,14793,12371,13108,2696,9941,12988,12995,11733,11653,12076,13771,383,5689,6563,2948,12404,7466,13740,7816,5114,11987,12015,6140,6923,5020,3280,12748,13659,6294,1328,6568,6387,6660,4316,12293,11382,13195,6251,6930,12457,241,5994,3698,11138,3657,6062,2918,895,1509,307,6201,10505,13396,13100,8597,13058,7029,4961,13750,12272,6230,13289,12247,12253,4393,5274,12464,4417,13159,12772,11796,253,6342,6195,9800,12059,6038,5493,1084,6074,6613,6617,6561,8102,6665,12974,3208,6564,6225,5752,12925,13597,12337,3861,24,13614,9934,1221,13595,4835,11631,11717,12545,6420,12301,7123,10319,8654,6255,573,6217,6453,5037,11205,143,12892,9703,11450,12254,13174,12476,13737,11785,12949,6364,6334,9578,10723,9687,13114,4203,6364,6770,5924,5098,6491,6623,11373,11983,6572,6753,12193,8059,3539,13202,5629,10977,5641,12660,12680,6502,6198,,6173,13114,13413,6675,13746,6322,12711,6240,5838,6436,5271,13551,12416,5977
Tong Yong,6085,7364,7931,14926,15735,2595,7879,3017,13539,15292,10744,6246,6439,13800,1471,13539,13868,2653,10579,2368,10565,15703,2090,15646,699,13526,14069,586,4056,1340,7761,14595,4719,15732,5430,15018,4896,5191,576,3574,401,7947,3085,2713,234,14098,16694,14273,15010,4115,11203,14889,14897,13634,13554,13978,15673,5859,862,701,4097,14306,4091,15642,11270,1304,13889,13917,123,828,1553,4114,14649,15561,274,5109,707,378,811,2122,14194,13284,15097,434,889,14359,6043,462,2521,13039,2542,353,4119,5431,4710,6449,152,4426,15297,15001,10499,14959,931,2047,15651,14174,544,15190,14149,14155,2045,2359,6452,2650,15061,14674,9628,6395,326,8097,11061,13960,7940,7394,5311,179,530,534,700,5164,577,14876,4036,703,229,561,14827,15499,8981,3134,6161,15516,11836,5127,15496,3571,13533,13618,14447,3547,14202,1014,4241,10556,438,5655,525,696,1755,9878,6170,14794,11225,5418,14156,15075,14378,15639,13687,14851,402,319,11480,12624,11588,15016,3012,402,921,505,1339,631,540,13275,13885,711,904,14095,9961,2656,15104,818,9819,2580,14561,14581,745,150,6173,,15027,15325,577,15658,417,14623,230,499,585,1042,15463,14329,573
Trieste,13026,12544,14873,1029,6651,13170,14820,12020,1516,1415,7342,13188,13380,1418,13828,1515,2658,12378,5130,12968,5065,6615,13125,6531,15298,1523,5309,15290,12441,13941,7297,6081,14878,6633,14028,5186,11852,12147,15175,12045,15059,9265,12992,12859,15186,2888,5517,3063,5446,11754,7075,4787,162,2424,5025,1414,6562,12801,14531,15404,12006,1102,14085,6526,5890,13956,5135,5173,14982,15764,13861,12338,4438,4383,15135,12064,15410,15229,15501,13158,2984,1870,1241,15092,15771,3149,12985,14835,12540,1992,12499,14904,11976,12375,11679,13391,15042,15521,4088,19,5266,155,15870,13278,6536,2964,15072,1298,2971,1278,13215,13183,13063,13259,1165,1036,10336,13336,15184,9415,6934,2750,7169,8706,12256,14916,15455,15459,15403,12730,15507,4773,12266,15406,15066,14593,229,4289,10877,11989,13103,6311,4773,12083,6338,12042,5196,4969,5684,14046,853,15964,15558,5198,15096,12596,15059,15295,13878,9745,13111,898,6658,14051,1277,3865,3168,6523,1492,4713,15205,15176,5269,2468,6285,5452,12316,15206,15612,14765,13940,15333,15465,2029,1164,15413,15594,2885,5554,12381,3894,14471,9517,13550,575,3372,15343,15040,13114,15027,,1410,15506,4447,15153,3412,15071,14668,15267,14102,1544,3118,14808
Tripoli,13325,12842,15171,686,6950,13468,15118,12318,1814,237,7640,13486,13679,1717,14126,1813,2956,12676,5429,13266,5363,6913,13424,6829,15596,1821,5608,15589,12739,14239,7596,6379,15176,6931,14326,5484,12150,12445,15473,12344,15357,9563,13303,13157,15485,3186,5815,3362,5744,12052,7373,5085,1303,2723,5323,1712,6860,13099,14829,15702,12305,1402,14383,6825,6229,14254,5433,5471,15280,16063,14160,12637,4736,4682,15434,12363,15708,15527,15800,13456,3283,2168,368,15391,16069,3447,13283,15134,12838,2290,12797,15202,12274,12673,11977,13689,15340,15819,4386,1408,5564,1366,16169,13577,6835,3262,15370,142,3269,1578,13513,13481,13362,13557,843,954,10634,13635,15482,9713,7232,3049,7468,9004,12555,15214,15753,15757,15701,13028,15805,5071,12565,15704,15365,14892,1234,4587,11175,12287,13401,6609,5071,12381,6637,12341,5495,5267,5982,14344,1139,16263,15856,5497,15395,12895,15357,15593,14177,10043,13409,675,6956,14350,1577,4164,3466,6822,1790,5011,15503,15474,5567,2767,6583,5750,12614,15504,15910,15064,14238,15631,15763,2327,1462,15712,15892,3183,5852,12679,4192,14769,9815,13848,1038,3670,15642,15338,13413,15325,1410,,15817,4758,15464,3723,15382,14979,15578,14413,1234,3429,15119
Vladivostok,6587,7006,8433,15428,16237,3096,8381,3519,14041,15794,11022,6749,6941,14302,1973,14041,14370,3155,11082,2870,11068,16205,2592,16149,1202,14028,14571,1002,4558,1842,8263,15097,4340,16234,5067,15521,5398,5694,1079,4077,904,8449,3586,3214,507,14600,17197,14775,15512,4617,11480,15392,15399,14136,14057,14480,16175,6362,1362,962,4599,14808,4517,16144,11768,1807,14391,14419,626,533,2055,4616,15151,16063,690,5611,968,794,798,2624,14696,13786,15599,937,443,14861,6546,965,3024,13542,3045,854,4621,5934,5213,6951,569,4044,15800,15504,11001,15462,636,2549,16154,14676,1047,15693,14651,14657,2547,2860,6094,3152,15563,15176,9285,6897,743,8599,11339,14462,8442,7897,5814,664,480,484,961,5581,477,15378,4538,964,645,1063,15329,16001,8623,3637,6664,16018,12338,5630,15999,4074,14035,14120,14949,3976,14705,577,3858,11058,941,6157,1028,1199,2258,9620,6672,15296,11502,5055,14658,15577,14880,16141,14189,15353,818,735,11982,13126,11920,15518,3514,818,710,1008,1841,1012,490,13777,14387,971,719,14597,10463,3158,15606,1320,9660,3081,15064,15084,1247,566,6675,577,15506,15817,,16160,832,15125,646,1001,1000,1544,15965,14830,1075
