from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ogishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Bahrain,Guanabara
Sines,5282,10796,2354,1957,4721,9408,2635,7275,570,2324,5591,3911,831,9105,570,667,7633,3385,9077,3320,4685,8381,4601,10553,557,3403,10546,7480,9196,5552,4174,13130,4703,12280,3238,5463,5411,10430,8934,10314,7519,9478,9201,10442,898,3526,1073,3497,6793,5324,2832,1928,434,3136,1009,4632,5041,9786,10659,7045,1337,11563,4596,9211,3233,3271,10237,11019,9117,7377,2477,2393,10391,5445,10665,10484,10757,8413,994,247,2128,10348,11026,1158,5240,10091,7795,314,7754,10159,7015,5142,5606,5646,10297,13773,2097,2033,3520,1991,11126,9058,4606,973,10327,2222,980,1186,8490,9371,11316,8514,2092,1705,8588,5592,10439,7670,5183,760,5424,6961,5239,10171,10710,10714,10658,10982,10762,2818,7305,10661,10322,9849,1858,2298,9129,7958,5358,4381,3008,5338,4408,8931,3318,,3770,10516,1234,11220,13810,3453,10352,4830,10314,10550,9134,7997,5366,1825,4906,12304,1187,1875,1177,4593,718,2756,10460,10431,3516,694,4533,3503,8300,10461,10867,10020,9195,10588,10720,,897,10634,10812,910,3808,7603,1914,9683,7771,9709,1574,1381,10557,10258,5335,10244,2029,2327,10747,2467,10394,1432,10312,9909,10508,9343,2465,1137,10049,5443,
Skikda,4397,11412,1470,1073,5519,8524,1751,6391,384,1439,6210,3027,355,8221,383,1526,6749,3998,8193,3933,5483,7496,5399,9669,396,4177,9661,6595,8312,6165,4949,13745,5501,12896,4054,4579,4527,9546,8050,9430,8133,8613,8317,9557,1756,4385,1931,4314,5909,5943,3655,1044,1292,3893,410,5430,4157,8902,9775,6161,458,10678,5394,8327,4003,4041,9353,10135,8232,6493,3306,3251,9506,4560,9781,9600,9872,7529,1852,738,1244,9463,10142,2017,4356,9206,6911,860,6870,9275,6130,4258,4722,4762,9413,13717,2956,1148,4133,1106,10241,8174,5404,1832,9443,1337,1839,454,7606,8486,11931,7630,1208,821,9204,4707,9555,8283,5802,1618,6037,7574,4355,9287,9826,9830,9774,11314,9878,3641,6421,9777,9437,8964,974,3157,9745,7074,4474,5179,3641,4453,5206,8047,4064,3837,4552,9632,349,10335,13532,4066,9467,3946,9430,9666,8249,8613,4482,941,5526,12919,455,2733,2036,5391,384,3581,9576,9547,4137,1336,5153,4320,7415,9577,9983,9136,8311,9704,9836,897,,9769,9948,1772,4418,6738,2776,8818,8383,8845,709,2239,9693,9393,4470,9379,1164,1462,9882,3329,9529,2294,9447,9044,9643,8478,1601,1999,9184,4559,
Sodegaura,6474,6927,8321,9046,15256,2722,8268,3406,10121,8561,10364,6828,10027,1842,10120,11263,3042,10969,2583,10955,15219,2491,15136,1305,10127,13914,217,4445,1750,8150,14685,4318,15238,5005,13790,5285,5581,1181,3747,1006,8336,3210,2840,802,11493,14122,11668,14051,4505,10823,13392,9635,11029,13629,10022,15166,6249,1307,19,4486,9708,3850,15131,1715,13739,13777,745,463,1962,4503,13042,12988,527,5498,13,392,200,2523,11589,10474,8584,1039,774,11754,6433,1045,2911,10597,2932,604,4509,5821,5100,6838,565,4045,12692,9740,10888,9698,611,2332,15141,11568,1149,8629,11576,9884,2416,2486,6015,3051,9203,9225,9205,6784,437,8486,10681,11355,8329,7784,5701,710,875,841,20,4898,785,13378,4425,13,498,848,9565,12893,8543,3520,6551,14916,12225,5517,14943,3743,13801,13574,14288,3333,9446,970,3860,10945,1043,6044,1130,1301,2165,9306,6559,9035,10845,4993,9884,12470,11773,15128,10097,13317,369,429,11869,11073,11262,14056,3319,369,310,1049,1749,134,885,10634,9769,,285,11524,10354,3052,12528,1250,9277,2629,9386,11976,1353,562,6572,711,9771,8707,971,13081,347,12046,525,1020,220,1451,9611,11751,1115,6636,
Soma,6653,6731,8499,9225,15435,2893,8447,3585,10299,8739,10430,7007,10206,2021,10298,11441,3221,11148,2757,11134,15398,2669,15314,1497,10306,14093,409,4624,1931,8329,14864,4098,15416,4802,13969,5464,5759,1374,3918,1198,8515,3383,3011,881,11671,14300,11847,14229,4683,10888,13570,9814,11208,13808,10201,15345,6427,1499,276,4665,9887,3942,15310,,13918,13956,938,203,2141,4682,13221,13167,719,5677,282,585,,2702,11768,10653,8763,1232,514,11932,6611,1238,3089,10775,3110,796,4687,5999,5278,7017,757,3832,12871,9918,11067,9876,,2511,15320,11747,1341,8808,11754,10063,2595,2657,5819,3230,9381,9403,9010,6963,629,8665,10747,11534,8508,7962,5879,902,615,582,275,4990,525,13557,4604,277,690,1027,9744,13072,8348,3698,6729,15094,12404,5695,15122,3914,13980,13752,14467,3425,9624,719,3646,11124,1236,6223,1322,1493,2344,,6738,9214,10911,4788,10062,12649,11951,15307,10275,13496,561,621,12048,11252,11328,14235,3493,561,,1241,1930,326,625,10812,9948,285,,11705,10535,3233,12709,1443,,2795,9567,12155,1546,755,6753,904,9952,8887,719,13262,540,12227,718,1213,413,1632,9792,11932,1308,6814,
South Hook,6137,11608,3209,2812,4771,10264,3491,8131,1426,3179,6373,4767,1687,9960,1425,555,8489,4205,9932,4140,4734,9236,4651,11409,1413,3660,11401,8335,10051,6372,4430,13941,4753,13092,3170,6318,6266,11286,9790,11170,8339,10334,10057,11297,3,2725,462,3464,7648,6106,2719,2783,534,3507,1864,4681,5897,10641,11515,7901,2193,12418,4646,10067,3526,3564,11092,11875,9972,8232,2365,1592,11246,6300,11521,11340,11612,9268,145,1103,2984,11203,11882,548,6096,10946,8650,1170,8609,11015,7870,5997,6461,6501,11153,14585,1486,2888,4340,2846,11981,9914,4656,363,11182,3077,346,2041,9345,10226,12127,9369,2948,2561,9400,6447,11294,8490,5965,407,6244,7781,6094,11027,11565,11569,11514,11794,11617,2706,8161,11516,11177,10704,2714,1688,9941,8814,6214,4431,3730,6193,4458,9787,3733,3442,3952,11372,2089,12075,14622,4273,11207,5685,11169,11405,9989,8809,6222,2681,5688,13115,2043,1264,567,4643,1574,2643,11316,11287,4294,1504,5316,3470,9155,11316,11722,10876,10050,11443,11576,910,1772,11524,11705,,4628,8459,1272,10539,8582,10565,2430,770,11413,11114,6191,11100,2885,3183,11603,1825,11250,790,11167,10765,11364,10199,3321,496,10905,6299,
Soyo,7967,9176,5856,5459,6770,8110,6137,6960,4072,5826,4496,7413,4333,8769,4072,4401,7319,738,7908,732,6733,8066,6649,10239,4059,5082,10231,7381,8881,2238,5680,11510,6751,10660,5678,6792,7087,10115,6986,10000,4205,7949,7799,10127,4631,7228,4806,5788,6695,4305,5475,5430,4168,4572,4511,6680,7741,9471,10345,6947,4839,9025,6645,8896,4877,4913,9922,10705,8802,7279,5193,6094,10076,7005,10350,10169,10442,8098,4727,3817,5630,10033,10712,4892,7925,9776,7480,3573,7439,9844,6916,7315,6619,8331,9983,12153,5831,5535,657,5493,10811,8219,6655,4707,10012,5724,4682,4688,8155,8123,9695,8199,5594,5207,6968,8277,10124,4356,4163,4494,2110,3647,7197,9856,10395,10399,10343,8974,10447,5461,7207,10346,10007,9534,5360,6032,7509,6929,8043,6429,3074,7024,6457,6983,4618,4611,5509,8986,4736,10905,12190,714,10037,7537,9999,10235,8819,6377,8051,5327,3942,10683,4689,5609,4911,6642,4220,5411,10146,10116,3060,3158,3701,5794,7256,10146,10552,9706,8880,10273,10405,3808,4418,10354,10535,4628,,7319,5632,9400,6150,8490,5099,5115,10274,9975,8059,9961,5554,5852,10463,6185,10110,5150,10028,9626,10224,9059,5990,4856,9765,8128,
Sungai Udang,3443,9857,5289,6015,12225,1894,5237,375,7090,5530,9212,3797,6996,1488,7089,8232,4,7938,1562,7924,12188,764,12105,2937,7096,10883,2929,1414,1580,5119,11654,7258,12207,7943,10759,2254,2550,2814,1887,2698,5305,2122,1698,2825,8462,11091,8637,11019,1473,9201,10360,6604,7998,10598,6991,12135,3218,2169,3043,1455,6677,4091,12100,1595,10708,10746,2620,3403,1500,1472,10011,9957,2774,2467,3049,2868,3140,796,8558,7443,5553,2731,3410,8723,3402,2474,178,7566,137,2543,1477,2790,2069,3807,2681,6985,9661,6709,7857,6667,3509,1442,12110,8537,2710,5598,8545,6853,873,1856,8945,897,6172,6193,10883,3753,2822,5455,9060,8324,5298,4753,2670,2555,3093,3097,3042,5280,3146,10347,1394,3044,2705,2232,6534,9862,10922,992,3520,11885,9194,2486,11912,1884,10770,10543,11257,3044,6414,3603,6800,7914,2735,3013,2697,2934,1517,10387,3528,6004,8963,7931,6852,9439,8742,12097,7066,10286,2844,2815,8838,8042,8947,11025,869,2844,3250,2404,1578,2972,3104,7603,6738,3052,3233,8459,7319,,9496,2095,10163,2214,6353,8945,2969,2670,3539,2656,6739,5674,3158,10049,2805,9013,2723,2321,2919,1754,6578,8719,2460,3605,
Swinoujscie,7141,12599,4213,3817,5617,11268,4495,9135,2430,4183,7386,5771,2691,10964,2429,1531,9493,5209,10936,5144,5580,10240,5496,12413,2417,4561,12405,9339,11056,7376,5285,14933,5598,14083,3943,7322,7270,12290,10794,12174,9343,11343,11061,12301,1276,2589,877,4237,8652,7119,3493,3787,1528,4481,2869,5527,6901,11645,12519,8905,3197,13422,5492,11071,4444,4482,12096,12879,10976,9237,3138,1456,12250,7304,12525,12344,12616,10272,1256,2107,3988,12207,12886,847,7100,11950,9654,2174,9613,12019,8874,7001,7465,7505,12157,15576,297,3892,5344,3850,12985,10918,5502,1000,12186,4081,1337,3046,10349,11230,13119,10373,3952,3565,10391,7451,12298,9494,6978,1397,7248,8785,7098,12031,12569,12573,12518,12785,12622,3479,9165,12520,12181,11708,3718,515,10932,9818,7218,5276,4749,7197,5304,10791,4706,4400,4807,12376,3093,13079,15613,5277,12211,6689,12173,12410,10993,9800,7226,3685,6701,14107,3047,139,811,5489,2578,3416,12320,12291,5307,2508,6329,4243,10159,12320,12726,11880,11054,12448,12580,1914,2776,12528,12709,1272,5632,9496,,11548,9581,11575,3439,735,12423,12123,7200,12109,3894,4192,12612,679,12259,688,12177,11774,12373,11208,4331,872,11914,7303,
Taichung,5524,8076,7370,8095,14305,2160,7317,2456,9170,7610,10663,5878,9076,918,9169,10312,2092,10018,1815,10004,14269,1529,14185,1055,9177,12964,1126,3494,779,7200,13735,5452,14287,6154,12840,4335,4630,932,3022,819,7385,2655,2278,973,10542,13171,10717,13100,3554,11121,12441,8684,10079,12679,9072,14216,5298,145,1241,3536,8758,3879,14181,743,12789,12827,761,1561,991,3552,12092,12038,950,4547,1247,1050,1350,1561,10638,9524,7634,852,1565,10803,5482,592,1960,9646,1981,724,3558,4870,4149,5888,836,5159,11742,8789,9938,8747,1664,1494,14190,10618,828,7679,10625,8934,1492,1924,7164,2089,8252,8274,10255,5834,998,7536,10980,10405,7378,6833,4750,723,1248,1252,1240,5024,1300,12427,3475,1243,881,491,8615,11943,9683,2573,5600,13965,11274,4566,13993,3018,12851,12623,13338,3335,8495,1752,4974,9995,856,5094,815,1052,1194,10115,5608,8084,11044,6143,8933,11519,10822,14178,9146,12367,1029,990,10918,10123,11027,13106,2450,1030,1461,521,778,1171,1258,9683,8818,1250,1443,10539,9400,2095,11548,,9978,2201,8443,11026,1102,839,5629,818,8828,7764,1320,12138,1005,11103,913,453,1130,486,8668,10809,593,5685,
Talcahuano,10887,,9820,9423,9027,8531,10102,9802,8037,9790,2501,11241,8298,9629,8036,8356,10160,6493,9404,6447,8995,10197,8939,10412,8024,7361,,10300,10103,5419,7887,5680,9024,4817,8377,9712,10007,10289,8605,10118,7275,8474,8573,9824,8586,11115,8750,8311,9614,2960,8339,9394,8122,6847,8475,8965,10661,10038,9267,9866,8804,,8934,10068,7181,7209,9857,,10286,10198,8217,9981,9666,9925,9273,9531,9209,10229,8687,7781,9595,10151,9456,8835,10845,10092,10114,7537,10135,9650,9835,10235,9539,11251,9677,6323,9774,9499,6506,9457,9220,,8944,8650,10242,9688,8574,8652,9777,8926,3789,10658,9559,9172,857,11197,9575,7425,2818,8448,5291,6716,10117,9757,9558,9524,9266,,9468,8325,10126,9269,9610,9652,9325,9975,1441,9411,10963,8808,5128,9943,8789,8602,6825,6910,7739,7277,8700,9295,6360,6528,10155,10457,10229,10409,10489,262,10971,9292,2982,4841,8654,9552,8854,8931,8185,8360,9507,9567,4345,7111,3399,8317,9551,9508,,10096,10102,,9568,7771,8383,9277,,8582,6150,10163,9581,9978,,8948,9062,9058,10456,9671,10977,9819,9517,9815,9660,10125,9479,9090,9634,,,9837,9954,8796,10164,11048,
Tangguh,5550,8668,7396,8122,14264,679,7344,2575,9196,7636,9639,5904,9103,1508,9196,10338,2212,9109,1339,9095,14233,2076,14176,2975,9203,12599,2571,3614,2141,6316,13125,6463,14261,6939,12866,4361,4656,2852,1704,2699,6626,1169,798,2739,10569,13197,10744,13126,3674,10097,12467,8711,10105,12084,9098,14203,5324,2261,2620,3655,8784,2855,14171,2122,12419,12447,2550,2965,2208,3672,12118,12064,2529,4573,2626,2563,2702,2108,10665,9550,7660,2732,3275,10829,5509,2524,2080,9672,2101,2341,3678,4896,4175,5914,2527,6308,11768,8815,9028,8773,3113,1238,14181,10644,2760,7705,10651,8960,1656,644,7776,2537,8278,8300,9515,5860,2577,6776,9956,10431,6485,6073,4776,2443,2986,2990,2619,4000,3038,12454,3595,2622,2460,2055,8641,11969,9473,1822,5626,13991,10365,4592,14019,1701,12063,12148,12977,1938,8521,3472,6142,9086,2736,5120,2747,2972,2411,9135,5635,8111,10120,6926,8959,11546,10848,14168,9172,12393,2539,2570,10009,10149,10118,13132,1517,2540,2812,2461,2140,2580,2996,9709,8845,2629,2795,10565,8490,2214,11575,2201,8948,,8455,11052,3016,2524,5641,2580,8840,7776,3081,12150,2511,11115,2487,2390,2572,1984,8680,10821,2527,5711,
Taranto,3999,12089,1071,644,6196,8126,1352,5992,1061,1030,6887,2628,964,7822,1060,2203,6351,4676,7794,4610,6160,7098,6076,9271,1068,4855,9263,6197,7913,6843,5626,13592,6178,13573,4731,4180,4128,9147,7652,9032,8810,8214,7918,9159,2433,5062,2608,4991,5510,6620,4332,455,1970,4570,959,6107,3759,8503,9377,5762,647,10280,6072,7928,4680,4718,8954,9737,7834,6094,3983,3929,9108,4162,9382,9201,9474,7130,2529,1415,855,9065,9744,2694,3958,8808,6512,1537,6471,8876,5732,3859,4323,4363,9015,13319,3633,560,4811,518,9843,7775,6081,2509,9044,912,2516,823,7207,8088,12609,7231,779,616,9881,4309,9156,8960,6479,2296,6714,8251,3956,8888,9427,9431,9376,10916,9479,4318,6023,9378,9039,8566,386,3834,10422,6675,4075,5856,4318,4055,5884,7649,4742,4514,5229,9234,398,9937,13133,4744,9069,3547,9031,9267,7851,9290,4084,512,6203,13597,822,3410,2713,6069,1037,4258,9178,9149,4814,2014,5830,4997,7017,9178,9584,8738,7912,9305,9438,1574,709,9386,9567,2430,5099,6353,3439,8443,9062,8455,,2917,9293,8994,4071,8980,575,1038,9482,4005,9130,2970,9047,8645,9244,8079,1171,2676,8785,4160,
Teesport,6618,12076,3690,3293,5199,10745,3972,8612,1907,3660,6862,5247,2168,10441,1906,1008,8942,4686,10413,4620,5162,9717,5079,11890,1894,4143,11882,8816,10532,6853,4867,14410,5181,13560,3525,6799,6747,11767,10271,11651,8820,10820,10537,11778,752,2356,355,3820,8129,6596,3075,3250,1010,4064,2326,5109,6347,11091,11970,8356,2657,12877,5074,10517,4026,4064,11542,12325,10418,8688,2724,1227,11696,6756,11972,11788,12062,9718,841,1562,3452,11666,12332,333,6540,11396,9100,1665,9060,11465,8326,6456,6920,6954,11603,15061,927,3371,4827,3316,12431,10364,5084,477,11632,3546,920,2505,9796,10685,12604,9819,3415,3030,9876,6900,11742,8972,6462,870,6709,8263,6553,11477,12015,12019,11963,12270,12068,3051,8617,11967,11627,11154,3176,1129,10417,9272,6666,4859,4234,6650,4886,10245,4289,3983,4390,11830,2555,12527,15097,4759,11658,6133,11619,11854,10439,9288,6671,3146,6186,13591,2506,705,303,5071,2033,3002,11765,11738,4791,1997,5813,3826,9614,11766,12172,11324,10500,11894,12026,1381,2239,11976,12155,770,5115,8945,735,11026,9058,11052,2917,,11900,11601,6678,11587,3372,3670,12089,1288,11736,364,11654,11252,11850,10685,3808,349,11391,6780,
Tianjin Lingang,6398,8039,8244,8970,15180,3004,8192,3330,10044,8484,11283,6752,9951,1792,10043,11186,2966,10893,2689,10879,15143,2403,15059,46,10051,13838,1228,4369,1653,8074,14609,5393,15161,6104,13714,5209,5504,219,3896,429,8260,3498,3123,909,11416,14045,11592,13974,4428,11742,13315,9559,10953,13553,9946,15090,6172,1138,1344,4410,9632,4580,15055,1617,13663,13701,694,1502,1866,4427,12966,12912,916,5422,1350,1020,1453,2435,11513,10398,8508,456,1524,11677,6356,645,2834,10520,2855,873,4432,5744,5023,6762,795,5101,12616,9663,10812,9621,1605,2368,15065,11492,536,8553,11499,9808,2366,2769,7127,2963,9126,9148,10303,6708,969,8410,11600,11279,8253,7707,5624,781,1202,1206,1343,5681,1250,13302,4349,1345,871,1010,9489,12817,9655,3447,6474,14839,12149,5440,14867,3893,13725,13497,14212,4036,9369,1688,4915,10869,460,5968,477,152,2068,10520,6483,8959,11764,6092,9807,12394,11696,15052,10020,13241,1044,961,11793,10997,11901,13980,3325,1045,1563,729,1652,1274,1212,10557,9693,1353,1546,11413,10274,2969,12423,1102,10456,3016,9293,11900,,789,6502,745,9701,8637,1247,13011,1055,11976,868,722,1223,1359,9541,11681,802,6559,
Tobata,6099,7316,7945,8671,14880,2563,7893,3031,9745,8185,10596,6453,9651,1484,9744,10887,2667,10593,2381,10579,14844,2104,14760,744,9752,13539,438,4069,1354,7775,14310,4671,14862,5382,13415,4910,5205,620,3588,445,7961,3053,2681,241,11117,13746,11292,13675,4129,11054,13016,9260,10654,13254,9647,14791,5873,883,553,4111,9333,3953,14756,1318,13364,13402,184,780,1566,4127,12667,12613,126,5122,559,230,662,2136,11213,10099,8209,478,789,11378,6057,497,2535,10221,2556,298,4133,5445,4724,6463,6,4378,12317,9364,10513,9322,883,2060,14765,11193,588,8254,11200,9509,2058,2327,6404,2664,8827,8849,9580,6409,178,8111,10913,10980,7954,7408,5325,164,463,467,552,5016,515,13002,4050,555,81,569,9190,12518,8933,3148,6175,14540,11850,5141,14568,3584,13426,13198,13913,3412,9070,982,4193,10570,482,5669,569,740,1769,9729,6183,8659,11077,5370,9508,12095,11397,14753,9721,12942,253,170,11493,10698,11494,13681,3026,254,773,540,1353,483,473,10258,9393,562,755,11114,9975,2670,12123,839,9671,2524,8994,11601,789,,6198,150,9398,8333,566,12708,268,11672,82,533,436,1055,9237,11378,607,6260,
Tombak,245,13376,3022,3747,9957,5312,2969,3178,4822,3262,9952,1530,4728,5008,4821,5964,3537,8437,4980,8371,9921,4284,9837,6456,4829,8616,6449,3383,5099,5859,9387,10778,9939,11463,8492,1365,1294,6333,4838,6218,6045,5406,5104,6345,6194,8823,6369,8752,2696,9941,8093,4336,5731,8331,4724,9868,383,5689,6563,2948,4410,7466,9833,5114,8441,8479,6140,6923,5020,3280,7744,7690,6294,1328,6568,6387,6660,4316,6290,5176,3286,6251,6930,6455,241,5994,3698,5298,3657,6062,2918,895,1509,307,6201,10505,7394,4441,8572,4399,7029,4961,9842,6270,6230,3331,6277,4586,4393,5274,12464,4417,3904,3926,11796,253,6342,6195,9800,6057,6038,5493,1084,6074,6613,6617,6561,8102,6665,8079,3208,6564,6225,5752,4267,7595,12337,3861,24,9617,8079,1221,9645,4835,8503,8275,8990,6420,4147,7123,10319,8505,6255,573,6217,6453,5037,11205,143,3736,9703,11450,4585,7171,6474,9830,4798,8019,6364,6334,8575,5775,9591,8758,4203,6364,6770,5924,5098,6491,6623,5335,4470,6572,6753,6191,8059,3539,7200,5629,10977,5641,4071,6678,6502,6198,,6173,4472,3408,6675,7782,6322,6747,6240,5838,6436,5271,4312,6452,5977,127,
Tong Yong,6085,7364,7931,8657,14867,2595,7879,3017,9731,8171,10744,6439,9638,1471,9730,10873,2653,10579,2368,10565,14830,2090,14746,699,9738,13525,586,4056,1340,7761,14296,4719,14848,5430,13401,4896,5191,576,3574,401,7947,3085,2713,234,11103,13732,11279,13661,4115,11203,13002,9246,10640,13240,9633,14777,5859,862,701,4097,9319,4091,14742,1304,13350,13388,123,828,1553,4114,12653,12599,274,5109,707,378,811,2122,11200,10085,8195,434,889,11364,6043,462,2521,10207,2542,353,4119,5431,4710,6449,152,4426,12303,9350,10499,9308,931,2047,14752,11179,544,8240,11186,9495,2045,2359,6452,2650,8813,8835,9628,6395,326,8097,11061,10966,7940,7394,5311,179,530,534,700,5164,577,12989,4036,703,229,561,9176,12504,8981,3134,6161,14526,11836,5127,14554,3571,13412,13184,13899,3547,9056,1014,4241,10556,438,5655,525,696,1755,9878,6170,8645,11225,5418,9494,12081,11383,14739,9707,12928,402,319,11480,10684,11588,13667,3012,402,921,505,1339,631,540,10244,9379,711,904,11100,9961,2656,12109,818,9819,2580,8980,11587,745,150,6173,,9384,8320,577,12694,417,11659,230,499,585,1042,9224,11365,573,6246,
Trieste,4384,12544,1456,1029,6651,8511,1738,6378,1516,1415,7342,3014,1418,8207,1515,2658,6736,5130,8179,5065,6615,7483,6531,9656,1523,5309,9648,6582,8299,7297,6081,13977,6633,14028,5186,4565,4513,9533,8037,9417,9244,8586,8304,9544,2888,5517,3063,5446,5895,7075,4787,162,2424,5025,1414,6562,4144,8888,9762,6148,1102,10665,6526,8314,5135,5173,9339,10122,8219,6480,4438,4383,9493,4547,9768,9587,9859,7515,2984,1870,1241,9450,10129,3149,4343,9193,6897,1992,6856,9262,6117,4244,4708,4748,9400,13704,4088,19,5266,155,10228,8161,6536,2964,9429,1298,2971,1278,7592,8473,13063,7616,1165,1036,10336,4694,9541,9395,6934,2750,7169,8692,4341,9274,9812,9816,9761,11301,9865,4773,6408,9763,9424,8951,,4289,10877,7061,4461,6311,4773,4440,6338,8034,5196,4969,5684,9619,853,10322,13519,5198,9454,3932,9416,9653,8236,9745,4469,898,6658,14051,1277,3865,3168,6523,1492,4713,9563,9534,5269,2468,6285,5452,7402,9563,9969,9123,8297,9690,9823,2029,1164,9771,9952,2885,5554,6739,3894,8828,9517,8840,575,3372,9701,9398,4472,9384,,1410,9855,4447,9502,3412,9420,9017,9616,8451,1544,3118,9157,4546,
Tripoli,3320,12842,392,686,6950,7446,673,5313,1814,237,7640,1949,1717,7143,1813,2956,5671,5429,7115,5363,6913,6419,6829,8591,1821,5608,8584,5518,7234,7596,6379,12913,6931,13598,5484,3501,3449,8468,6973,8353,8180,7533,7239,8480,3186,5815,3362,5744,4831,7373,5085,1303,2723,5323,1712,6860,3079,7824,8698,5083,1402,9601,6825,7249,5433,5471,8275,9058,7155,5415,4736,4682,8429,3483,8703,8522,8795,6451,3283,2168,368,8386,9064,3447,3278,8129,5833,2290,5792,8197,5053,3180,3644,3684,8335,12640,4386,1408,5564,1366,9164,7096,6835,3262,8365,142,3269,1578,6528,7409,13362,6552,843,954,10634,3630,8477,8330,7232,3049,7468,7628,3277,8209,8748,8752,8696,10237,8800,5071,5343,8699,8360,7887,1234,4587,11175,5996,3396,6609,5071,3376,6637,6969,5495,5267,5982,8555,1139,9258,12454,5497,8390,2868,8352,8588,7172,10043,3404,675,6956,13585,1577,4164,3466,6822,1790,5011,8498,8469,5567,2767,6583,5750,6338,8499,8905,8059,7233,8626,8758,2327,1462,8707,8887,3183,5852,5674,4192,7764,9815,7776,1038,3670,8637,8333,3408,8320,1410,,8802,4758,8449,3723,8367,7965,8563,7398,1234,3429,8104,3481,
Vladivostok,6587,7006,8433,9159,15369,3096,8381,3519,10234,8674,11022,6941,10140,1973,10233,11376,3155,11082,2870,11068,15332,2592,15249,1202,10240,14027,1002,4558,1842,8263,14798,4340,15351,5067,13903,5398,5694,1079,4077,904,8449,3586,3214,507,11606,14235,11781,14163,4617,11480,13504,9748,11142,13742,10135,15279,6362,1362,962,4599,9821,4517,15244,1807,13852,13890,626,533,2055,4616,13155,13101,690,5611,968,794,798,2624,11702,10587,8697,937,443,11867,6546,965,3024,10710,3045,854,4621,5934,5213,6951,569,4044,12805,9853,11001,9811,636,2549,15254,11681,1047,8742,11689,9997,2547,2860,6094,3152,9316,9337,9285,6897,743,8599,11339,11468,8442,7897,5814,664,480,484,961,5581,477,13491,4538,964,645,1063,9678,13006,8623,3637,6664,15029,12338,5630,15056,4074,13914,13687,14401,3976,9558,,3858,11058,941,6157,1028,1199,2258,9620,6672,9148,11502,5055,9996,12583,11886,15241,10210,13430,818,735,11982,11186,11920,14169,3514,818,710,1008,1841,1012,490,10747,9882,971,719,11603,10463,3158,12612,1320,9660,3081,9482,12089,1247,566,6675,577,9855,8802,,13196,832,12161,646,1001,1000,1544,9726,11866,1075,6749,
