from,Abu Dhabi,Acajutla,Ain Sokhna,Aliaga LNG,Altamira,Ambon,Aqaba,Arun,Arzew,Ashdod,Bahia Blanca,Bahrain,Bal Haf LNG,Barcelona,Batangas,Bethioua,Bilbao,Bintulu,Bonny,Bontang,Brass,Brownsville,Cai Mep Gas Terminal,Cameron,Cao Fei Dian 11,Cartagena,Caucedo,Chita - LNG,Chittagong,Chiwan,Coega,"Colon, Panama",Coos Bay,Corpus Christi,Costa Azul,Cove Point,Dabhol,Dahej,Dalian,Dampier,Dangjin,Dar-es-Salaam,Darwin,Dili,Donghae,Dragon,Drovyanoy,Dunkirk,Elba Island,Ennore,Escobar,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Freeport,Fujairah,Fujian,Futtsu,Gangavaram,Gioia Tauro,Gladstone,Golden Pass,Guangdong,Guayama,Guayanilla,Gwangyang,Hachinohe,Haikou,Haldia,Halifax,Hammerfest,Hatsukaichi,Hazira,Higashi-Ogishima,Himeji,Hitachi,Ho Chi Min City,Holyhead,Huelva,Idku,Inchon,Ishikariwan-Shinko,Isle of Grain,Jebel Ali,Jiangsu,Johore,Jorf Lasfar,Jurong Island,Kagoshima,Kakinada,Karachi,Karwar,Khor al Zubair,Kitakyushu,Kitimat,Klaipeda,Koper,Kribi,Krk Island,Kushiro,Lahad Datu,Lake Charles,Le Havre,Lianyungang,Limassol,Limerick,Livorno,Lumut,Luwuk,Manzanillo,Map Ta Phut,Marmara Ereglisi,Marsa el Brega,Mejillones,Mina Al-Ahmadi,Mizushima,Mombasa,Montevideo,Montoir,Mossel Bay,Mozambique Port,Mundra,Nagasaki,Nanao,Naoetsu,Negishi,New Plymouth,Niigata-Higashi,Northeast Gateway,Offshore Haldia No.1 (TA),Ogishima,Oita - LNG Berth,Okinawa,Ortona,Paldiski South Harbour,Pampa Melchorita,Panjang,Pars,Pascagoula,Pecem,Pipavav,Plaquemines,Pluto LNG Jetty,Point Fortin,Pointe-a-Pitre,Port Esquivel,Port Moresby,Porto Empedocle,Prigorodnoye,Prince Rupert,Punta Europa,Pyeong Taek,Qalhat LNG Terminal,Qingdao,Qinhuangdao,Qinzhou,Quintero,Ras Laffan,Revithousa,Rio Grande,Rosarito,Rosignano LNG,Rostock,Rotterdam,Sabine Pass,Sagunto,Saint John,Sakai LNG,Sakaide,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Semarang,Senboku,Sendai,Shanghai,Shenzhen,Shimizu,Shinminato,Sines,Skikda,Sodegaura,Soma,South Hook,Soyo,Sungai Udang,Swinoujscie,Taichung,Talcahuano,Tangguh,Taranto,Teesport,Tianjin Lingang,Tobata,Tombak,Tong Yong,Trieste,Tripoli,Vladivostok,Vyborg,Wakayama,Wilhelmshaven,Yanai,Yangshan,Yokkaichi,Yung-an,Yuzhny,Zeebrugge,Zhangjiagang,Guanabara
Swinoujscie,13105,6185,14951,3817,5617,13249,14899,12099,2430,4183,7386,13267,13459,2691,13907,2429,1531,12457,5209,13047,5144,5580,13204,5496,14144,2417,4561,13190,12519,14020,7376,5285,9027,5598,8164,3943,11930,12226,14021,12124,13846,9343,13093,12938,13386,1276,2589,877,4237,11833,7119,3493,3787,1528,4481,2869,5527,12880,14280,13060,12085,3197,13181,5492,14035,4444,4482,13568,12782,13940,12417,3138,1456,13501,12143,13065,13366,12934,13236,1256,2107,3988,13879,12857,847,13064,13907,12618,2174,12577,13577,12055,12454,11757,13469,13473,9671,297,3892,5344,3850,12614,13357,5502,1000,13989,4081,1337,3046,13294,13261,7079,13337,3952,3565,7435,13415,13410,9494,6978,1397,7248,8785,12335,13587,13120,13086,13058,12039,13030,3479,12345,13061,13472,13805,3718,515,6764,12068,13182,5276,4749,12162,5304,12121,4706,4400,4807,13525,3093,12634,9707,5277,13883,12675,13970,14141,13957,7931,13190,3685,6701,8188,3047,139,811,5489,2578,3416,13342,13402,5307,2508,6329,4243,12395,13343,12869,13950,14018,13106,13130,1914,2776,13069,12878,1272,5632,12460,,14238,8129,13634,3439,735,14206,13484,13202,13532,3894,4192,13166,679,13336,688,13512,13956,13206,14203,4331,872,14031,
Taichung,5524,8076,7370,14364,10596,2160,7317,2456,12978,14731,10663,5685,5878,13239,918,12977,13307,2092,10018,1815,10004,10565,1529,10508,1055,12965,9764,1126,3494,779,7200,8954,5452,10593,6154,10822,4335,4630,932,3022,819,7385,2655,2278,973,13382,15401,13668,10517,3554,11121,11121,14335,13073,10111,13416,10535,5298,145,1241,3536,13745,3879,10504,743,9909,9879,761,1561,991,3552,11275,14270,950,4547,1247,1050,1350,1561,13442,12722,14536,852,1565,13754,5482,592,1960,12478,1981,724,3558,4870,4149,5888,836,5159,14431,14440,9938,14398,1664,1494,10513,13568,828,14629,13256,13593,1492,1924,7164,2089,14500,14113,10255,5834,998,7536,10980,13399,7378,6833,4750,723,1248,1252,1240,5024,1300,11108,3475,1243,881,491,14266,14632,9683,2573,5600,10377,11274,4566,10358,3018,10132,10128,9496,3335,13641,1752,4974,9995,856,5094,815,1052,1194,10115,5608,14233,11044,6143,13595,14209,13773,10500,13126,11272,1029,990,10918,12063,11027,10523,2450,1030,1461,521,778,1171,1258,12713,13324,1250,1443,13379,9400,2095,14238,,9978,2201,14016,13817,1102,839,5629,818,14471,14769,1320,14783,1005,13998,913,453,1130,486,14907,13704,593,
Talcahuano,10887,,12733,8826,4488,8531,12680,9802,7439,9193,2501,11048,11241,7700,9629,7439,7305,10160,6493,9404,6447,4457,10197,4400,10412,7426,3656,,10300,10103,5419,2846,5680,4485,4817,4713,9712,10007,10289,8605,10118,7275,8474,8573,9824,7274,9293,7559,4409,9614,2960,5013,8797,7074,4003,7878,4426,10661,10038,9267,9866,8206,,4395,10068,3801,3771,9857,,10286,10198,5167,8162,9666,9925,9273,9531,9209,10229,7334,7120,8997,10151,9456,7645,10845,10092,10114,7010,10135,9650,9835,10235,9539,11251,9677,6323,8323,8902,6506,8860,9220,,4405,7460,10242,9091,7147,8055,9777,8926,3789,10658,8961,8574,857,11197,9575,7425,2818,7356,5291,6716,10117,9757,9558,9524,9266,,9468,4999,10126,9269,9610,9652,8727,8524,1441,9411,10963,4269,5128,9943,4250,8602,4023,4020,3387,7277,8103,9295,6360,6528,10155,10457,10229,10409,10489,262,10971,8694,2982,4841,8056,8100,7664,4392,7587,5164,9507,9567,4345,6664,3399,4415,9551,9508,,10096,10102,,9568,7013,7785,9277,,7271,6150,10163,8129,9978,,8948,8465,7709,10456,9671,10977,9819,8920,9218,9660,8677,9479,7892,9634,,,9837,9356,7598,10164,
Tangguh,5550,8668,7396,13455,11131,679,7344,2575,12069,13822,9639,5711,5904,12330,1508,12068,12398,2212,9109,1339,9095,11099,2076,11043,2975,12056,10299,2571,3614,2141,6316,9489,6463,11128,6939,11356,4361,4656,2852,1704,2699,6626,1169,798,2739,12628,15224,12803,11052,3674,10097,11656,13426,12164,10646,12507,11069,5324,2261,2620,3655,12836,2855,11038,2122,10444,10414,2550,2965,2208,3672,11809,14091,2529,4573,2626,2563,2702,2108,12724,11813,13627,2732,3275,12889,5509,2524,2080,11569,2101,2341,3678,4896,4175,5914,2527,6308,13827,13531,9028,13489,3113,1238,11048,12703,2760,13720,12679,12684,1656,644,7776,2537,13591,13204,9515,5860,2577,6776,9956,12490,6485,6073,4776,2443,2986,2990,2619,4000,3038,11642,3595,2622,2460,2055,13357,14028,9473,1822,5626,10912,10365,4592,10893,1701,10666,10663,10030,1938,12732,3472,6142,9086,2736,5120,2747,2972,2411,9135,5635,13324,10120,6926,12686,13605,12908,11035,12217,11807,2539,2570,10009,11154,10118,11058,1517,2540,2812,2461,2140,2580,2996,11804,12415,2629,2795,12625,8490,2214,13634,2201,8948,,13095,13111,3016,2524,5641,2580,13550,13848,3081,14182,2511,13146,2487,2390,2572,1984,13986,12852,2527,
Taranto,12571,6526,14418,644,6196,12715,14365,11565,1061,1030,6887,12733,12925,964,13373,1060,2203,11923,4676,12513,4610,6160,12670,6076,14485,1068,4855,13530,11986,13486,6843,5626,9368,6178,8505,4731,11397,11692,14362,11591,14187,8810,12550,12404,13726,2433,5062,2608,4991,11299,6620,4332,455,1970,4570,959,6107,12346,14076,13400,11552,647,13522,6072,13501,4680,4718,13909,13123,13407,11883,3983,3929,13842,11609,13406,13707,13275,12703,2529,1415,855,14220,13198,2694,12530,14248,12085,1537,12044,13918,11521,11920,11224,12936,13814,10011,3633,560,4811,518,12955,12823,6081,2509,14330,912,2516,823,12760,12728,7420,12804,779,616,7776,12881,13751,8960,6479,2296,6714,8251,11802,13928,13460,13427,13399,12275,13370,4318,11812,13402,13813,14139,386,3834,7104,11534,12648,5856,4318,11628,5884,11588,4742,4514,5229,13591,398,12975,10048,4744,14224,12142,14311,14482,13424,8272,12656,512,6203,8529,822,3410,2713,6069,1037,4258,13683,13743,4814,2014,5830,4997,11861,13684,13210,14291,13485,13447,13471,1574,709,13410,13219,2430,5099,11926,3439,14016,8465,13095,,2917,14539,13816,12660,13864,575,1038,13499,4005,13669,2970,13845,14226,13539,13660,1171,2676,14363,
Teesport,12582,5767,14428,3293,5199,12726,14376,11575,1907,3660,6862,12743,12936,2168,13384,1906,1008,11936,4686,12523,4620,5162,12681,5079,13726,1894,4143,12772,11996,13496,6853,4867,8609,5181,7746,3525,11407,11702,13603,11601,13428,8820,12570,12414,12968,752,2356,355,3820,11310,6596,3075,3250,1010,4064,2326,5109,12360,13873,12660,11566,2657,12770,5074,13511,4026,4064,13161,12374,13412,11898,2724,1227,13100,11624,12662,12967,12526,12713,841,1562,3452,13491,12441,333,12542,13499,12094,1665,12055,13170,11535,11935,11238,12956,13065,9263,927,3371,4827,3316,12206,12839,5084,477,13583,3546,920,2505,12781,12744,6672,12814,3415,3030,7019,12902,13011,8972,6462,870,6709,8263,11816,13179,12712,12679,12653,11622,12622,3051,11826,12657,13065,13397,3176,1129,6348,11550,12668,4859,4234,11645,4886,11603,4289,3983,4390,13115,2555,12236,9300,4759,13483,12156,13564,13740,13434,7513,12673,3146,6186,7780,2506,705,303,5071,2033,3002,12944,13001,4791,1997,5813,3826,11882,12945,12462,13542,13495,12703,12722,1381,2239,12666,12471,770,5115,11940,735,13817,7709,13111,2917,,13786,13063,12680,13111,3372,3670,12746,1288,12916,364,13091,13535,12785,13680,3808,349,13610,
Tianjin Lingang,6398,8039,8244,14903,10565,3004,8192,3330,13516,15270,11283,6559,6752,13777,1792,13516,13382,2966,10893,2689,10879,10534,2403,10477,46,13503,9733,1228,4369,1653,8074,8923,5393,10562,6104,10790,5209,5504,219,3896,429,8260,3498,3123,909,13351,15370,13637,10486,4428,11742,11090,14874,13151,10080,13955,10504,6172,1138,1344,4410,14283,4580,10472,1617,9878,9848,694,1502,1866,4427,11244,14239,916,5422,1350,1020,1453,2435,13411,13197,15074,456,1524,13722,6356,645,2834,13087,2855,873,4432,5744,5023,6762,795,5101,14400,14979,10812,14937,1605,2368,10482,13537,536,15168,13224,14132,2366,2769,7127,2963,15038,14651,10303,6708,969,8410,11600,13433,8253,7707,5624,781,1202,1206,1343,5681,1250,11076,4349,1345,871,1010,14804,14601,9655,3447,6474,10346,11709,5440,10327,3893,10101,10097,9464,4036,14180,1688,4915,10869,460,5968,477,152,2068,10520,6483,14771,11764,6092,14133,14177,13741,10469,13664,11241,1044,961,11793,12741,11901,10492,3325,1045,1563,729,1652,1274,1212,13090,13862,1353,1546,13348,10274,2969,14206,1102,10456,3016,14539,13786,,789,6502,745,14985,15283,1247,14742,1055,13958,868,722,1223,1359,15421,13663,802,
Tobata,6099,7316,7945,14181,9843,2563,7893,3031,12794,14547,10596,6260,6453,13055,1484,12794,12659,2667,10593,2381,10579,9811,2104,9754,744,12781,9011,438,4069,1354,7775,8201,4671,9840,5382,10068,4910,5205,620,3588,445,7961,3053,2681,241,12628,14647,12914,9764,4129,11054,10368,14152,12428,9357,13233,9781,5873,883,553,4111,13561,3953,9750,1318,9156,9126,184,780,1566,4127,10521,13517,126,5122,559,230,662,2136,12688,12475,14352,478,789,13000,6057,497,2535,12364,2556,298,4133,5445,4724,6463,6,4378,13677,14256,10513,14214,883,2060,9760,12815,588,14445,12502,13410,2058,2327,6404,2664,14316,13929,9580,6409,178,8111,10913,12711,7954,7408,5325,164,463,467,552,5016,515,10354,4050,555,81,569,14082,13878,8933,3148,6175,9624,10987,5141,9605,3584,9378,9375,8742,3412,13457,982,4193,10570,482,5669,569,740,1769,9729,6183,14049,11077,5370,13411,13455,13019,9747,12942,10519,253,170,11493,12018,11494,9769,3026,254,773,540,1353,483,473,12368,13140,562,755,12625,9975,2670,13484,839,9671,2524,13816,13063,789,,6198,150,14266,14565,566,14024,268,13239,82,533,436,1055,14703,12945,607,
Tombak,245,13376,3022,13024,13833,5312,2969,3178,11637,13391,9952,127,1530,11898,5008,11637,11966,3537,8678,4980,8664,13801,4284,13745,6456,11624,12167,6449,3383,5099,5859,12693,10778,13830,11463,13117,1365,1294,6333,4838,6218,6045,5406,5104,6345,12196,14793,12371,13108,2696,9941,12988,12995,11733,11653,12076,13771,383,5689,6563,2948,12404,7466,13740,5114,11987,12015,6140,6923,5020,3280,12748,13659,6294,1328,6568,6387,6660,4316,12293,11382,13195,6251,6930,12457,241,5994,3698,11138,3657,6062,2918,895,1509,307,6201,10505,13396,13100,8597,13058,7029,4961,13750,12272,6230,13289,12247,12253,4393,5274,12464,4417,13159,12772,11796,253,6342,6195,9800,12059,6038,5493,1084,6074,6613,6617,6561,8102,6665,12974,3208,6564,6225,5752,12925,13597,12337,3861,24,13614,9934,1221,13595,4835,11631,11717,12545,6420,12301,7123,10319,8654,6255,573,6217,6453,5037,11205,143,12892,9703,11450,12254,13174,12476,13737,11785,12949,6364,6334,9578,10723,9687,13114,4203,6364,6770,5924,5098,6491,6623,11373,11983,6572,6753,12193,8059,3539,13202,5629,10977,5641,12660,12680,6502,6198,,6173,13114,13413,6675,13746,6322,12711,6240,5838,6436,5271,13551,12416,5977,
Tong Yong,6085,7364,7931,14229,9891,2595,7879,3017,12842,14595,10744,6246,6439,13103,1471,12842,12707,2653,10579,2368,10565,9859,2090,9802,699,12829,9059,586,4056,1340,7761,8249,4719,9888,5430,10116,4896,5191,576,3574,401,7947,3085,2713,234,12676,14695,12962,9812,4115,11203,10416,14200,12476,9405,13281,9829,5859,862,701,4097,13609,4091,9798,1304,9204,9174,123,828,1553,4114,10569,13565,274,5109,707,378,811,2122,12736,12523,14400,434,889,13048,6043,462,2521,12412,2542,353,4119,5431,4710,6449,152,4426,13725,14304,10499,14262,931,2047,9808,12863,544,14493,12550,13458,2045,2359,6452,2650,14364,13977,9628,6395,326,8097,11061,12759,7940,7394,5311,179,530,534,700,5164,577,10402,4036,703,229,561,14130,13926,8981,3134,6161,9672,11035,5127,9653,3571,9426,9423,8790,3547,13505,1014,4241,10556,438,5655,525,696,1755,9878,6170,14097,11225,5418,13459,13503,13067,9795,12990,10567,402,319,11480,12066,11588,9817,3012,402,921,505,1339,631,540,12416,13188,711,904,12673,9961,2656,13532,818,9819,2580,13864,13111,745,150,6173,,14315,14613,577,14072,417,13288,230,499,585,1042,14751,12993,573,
Trieste,13026,6980,14873,1029,6651,13170,14820,12020,1516,1415,7342,13188,13380,1418,13828,1515,2658,12378,5130,12968,5065,6615,13125,6531,14940,1523,5309,13985,12441,13941,7297,6081,9823,6633,8960,5186,11852,12147,14817,12045,14642,9265,12992,12859,14181,2888,5517,3063,5446,11754,7075,4787,162,2424,5025,1414,6562,12801,14531,13855,12006,1102,13977,6526,13956,5135,5173,14364,13577,13861,12338,4438,4383,14297,12064,13861,14162,13730,13158,2984,1870,1241,14675,13653,3149,12985,14702,12540,1992,12499,14373,11976,12375,11679,13391,14269,10466,4088,19,5266,155,13410,13278,6536,2964,14784,1298,2971,1278,13215,13183,7875,13259,1165,1036,8231,13336,14206,9415,6934,2750,7169,8706,12256,14382,13915,13882,13854,12730,13825,4773,12266,13857,14267,14593,,4289,7559,11989,13103,6311,4773,12083,6338,12042,5196,4969,5684,14046,853,13430,10503,5198,14679,12596,14765,14937,13878,8726,13111,898,6658,8983,1277,3865,3168,6523,1492,4713,14138,14198,5269,2468,6285,5452,12316,14138,13665,14745,13940,13902,13926,2029,1164,13864,13674,2885,5554,12381,3894,14471,8920,13550,575,3372,14985,14266,13114,14315,,1410,13941,4447,14111,3412,14287,14668,13981,14102,1544,3118,14805,
Tripoli,13325,7279,15171,686,6950,13468,15118,12318,1814,237,7640,13486,13679,1717,14126,1813,2956,12676,5429,13266,5363,6913,13424,6829,15238,1821,5608,14284,12739,14239,7596,6379,10121,6931,9258,5484,12150,12445,15115,12344,14940,9563,13303,13157,14480,3186,5815,3362,5744,12052,7373,5085,1303,2723,5323,1712,6860,13099,14829,14154,12305,1402,14275,6825,14254,5433,5471,14662,13876,14160,12637,4736,4682,14595,12363,14159,14460,14028,13456,3283,2168,368,14973,13951,3447,13283,15001,12838,2290,12797,14671,12274,12673,11977,13689,14567,10765,4386,1408,5564,1366,13708,13577,6835,3262,15083,142,3269,1578,13513,13481,8173,13557,843,954,8529,13635,14504,9713,7232,3049,7468,9004,12555,14681,14214,14180,14152,13028,14124,5071,12565,14155,14566,14892,1234,4587,7858,12287,13401,6609,5071,12381,6637,12341,5495,5267,5982,14344,1139,13728,10801,5497,14977,12895,15064,15235,14177,9025,13409,675,6956,9282,1577,4164,3466,6822,1790,5011,14436,14496,5567,2767,6583,5750,12614,14437,13963,15044,14238,14200,14224,2327,1462,14163,13972,3183,5852,12679,4192,14769,9218,13848,1038,3670,15283,14565,13413,14613,1410,,14252,4758,14422,3723,14598,14979,14292,14413,1234,3429,15116,
Vladivostok,6587,7006,8433,13863,9525,3096,8381,3519,12477,14230,11022,6749,6941,12737,1973,12476,12342,3155,11082,2870,11068,9494,2592,9437,1202,12463,8693,1002,4558,1842,8263,7883,4340,9522,5067,9750,5398,5694,1079,4077,904,8449,3586,3214,507,12311,14330,12597,9446,4617,11480,10050,13834,12111,9040,12915,9464,6362,1362,962,4599,13244,4517,9432,1807,8838,8808,626,533,2055,4616,10204,13199,690,5611,968,794,798,2624,12371,12157,14035,937,443,12682,6546,965,3024,12047,3045,854,4621,5934,5213,6951,569,4044,13360,13939,11001,13897,636,2549,9442,12497,1047,14128,12184,13092,2547,2860,6094,3152,13998,13611,9285,6897,743,8599,11339,12393,8442,7897,5814,664,480,484,961,5581,477,10037,4538,964,645,1063,13764,13561,8623,3637,6664,9306,10669,5630,9287,4074,9061,9057,8425,3976,13140,,3858,11058,941,6157,1028,1199,2258,9620,6672,13731,11502,5055,13094,13138,12701,9429,12624,10201,818,735,11493,11701,11920,9452,3514,818,710,1008,1841,1012,490,12051,12822,971,719,12308,10463,3158,13166,1320,9660,3081,13499,12746,1247,566,6675,577,13941,14252,,13706,832,12922,646,1001,1000,1544,14385,12627,1075,
Vyborg,13658,6738,15504,4369,6170,13802,15452,12652,2983,4736,7939,13820,14012,3244,14460,2982,2084,13010,5762,13600,5697,6133,13757,6049,14697,2970,5114,13743,13072,14572,7929,5838,9580,6151,8717,4496,12483,12779,14574,12677,14399,9896,13650,13491,13939,1828,3142,1430,4790,12386,7672,4045,4340,2081,5034,3421,6080,13433,14833,13613,12638,3750,13734,6045,14588,4997,5034,14121,13335,14493,12970,3691,2009,14054,12696,13618,13919,13487,13789,1809,2660,4541,14432,13410,1400,13617,14460,13171,2727,13130,14130,12607,13007,12310,14022,14026,10224,480,4445,5897,4403,13167,13910,6055,1553,14542,4634,1890,3598,13846,13814,7632,13890,4505,4118,7988,13968,13963,10047,7531,1950,7801,9338,12888,14140,13673,13639,13611,12592,13583,4032,12898,13614,14025,14358,4271,187,7317,12621,13734,5829,5302,12715,5857,12674,5259,4953,5360,14078,3646,13187,10260,5830,14436,13228,14523,14694,14510,8484,13743,4238,7254,8741,3600,718,1364,6042,3131,3969,13895,13955,5860,3061,6882,4796,12947,13896,13422,14503,14571,13659,13683,2467,3329,13622,13431,1825,6185,13013,679,14783,8677,14182,4005,1288,14742,14024,13746,14072,4447,4758,13706,,13893,1245,14069,14513,13763,14760,4887,1429,14587,
Wakayama,6234,7173,8081,14033,9695,2567,8028,3166,12646,14400,10580,6396,6588,12907,1603,12646,12512,2803,10729,2415,10715,9664,2249,9607,1010,12633,8863,222,4205,1499,7911,8053,4565,9692,5251,9920,5045,5341,886,3592,711,8096,3057,2686,507,12481,14500,12766,9616,4265,11038,10220,14004,12281,9210,13085,9633,6009,1056,338,4246,13413,3864,9602,1463,9008,8978,450,710,1712,4263,10374,13369,197,5258,343,62,447,2281,12541,12327,14204,744,1022,12852,6193,763,2671,12217,2692,352,4269,5581,4860,6599,270,4292,13530,14109,10648,14067,858,2151,9612,12667,854,14298,12354,13262,2177,2331,6261,2809,14168,13781,9392,6544,106,8247,10897,12563,8089,7544,5461,459,729,733,337,4924,781,10206,4186,339,231,607,13934,13731,8784,3280,6311,9476,10839,5277,9457,3589,9230,9227,8594,3333,13310,1217,4107,10705,748,5804,835,1006,1914,9526,6319,13901,11061,5239,13263,13307,12871,9599,12794,10371,38,98,11629,11871,11478,9622,3167,39,557,798,1498,268,739,12220,12992,347,540,12478,10110,2805,13336,1005,9479,2511,13669,12916,1055,268,6322,417,14111,14422,832,13893,,13082,200,770,213,1201,14546,12788,866,
Wilhelmshaven,12623,5953,14469,3334,5404,12766,14417,11616,1948,3701,6903,12784,12977,2209,13425,1947,1049,11975,4727,12564,4661,5368,12722,5284,13913,1934,4282,12958,12037,13537,6894,5054,8796,5386,7933,3731,11448,11743,13790,11642,13614,8861,12605,12455,13154,793,2427,396,4025,11351,6637,3280,3305,1046,4118,2386,5315,12397,14049,12828,11603,2715,12950,5280,13552,4142,4180,13336,12550,13458,11935,2926,1294,13269,11661,12834,13134,12702,12754,895,1624,3506,13648,12625,382,12581,13675,12136,1691,12095,13345,11572,11971,11275,12987,13241,9439,881,3410,4862,3368,12382,12875,5289,518,13757,3599,1025,2563,12811,12779,6848,12855,3469,3082,7204,12933,13179,9012,6495,915,6766,8303,11853,13355,12888,12855,12827,11808,12798,3267,11863,12829,13240,13574,3235,1082,6532,11585,12699,5064,4267,11680,5092,11639,4336,4047,4586,13293,2611,12403,9476,4795,13652,12193,13738,13909,13475,7699,12707,3203,6219,7956,2565,659,329,5277,2095,3204,13111,13171,4824,2026,5846,4031,11912,13111,12638,13718,13536,12875,12898,1432,2294,12837,12647,790,5150,11977,688,13998,7892,13146,2970,364,13958,13239,12711,13288,3412,3723,12922,1245,13082,,13280,13724,12974,13709,3837,378,13798,
Yanai,6152,7351,7998,14209,9871,2526,7946,3084,12822,14575,10559,6313,6506,13083,1527,12822,12688,2720,10647,2366,10633,9839,2157,9783,823,12809,9039,400,4123,1407,7828,8229,4743,9868,5429,10096,4963,5258,700,3550,525,8014,3015,2644,321,12657,14676,12942,9792,4182,11017,10396,14180,12457,9386,13261,9809,5926,963,516,4164,13589,3915,9778,1371,9184,9154,264,860,1620,4181,10550,13545,60,5176,521,164,625,2189,12717,12503,14380,558,869,13028,6111,577,2588,12393,2609,260,4186,5498,4777,6516,84,4458,13706,14285,10566,14243,962,2093,9788,12843,668,14474,12530,13438,2101,2290,6439,2717,14344,13957,9570,6462,112,8164,10876,12739,8007,7462,5378,244,543,547,515,4979,595,10382,4103,517,51,532,14110,13907,8962,3201,6228,9652,11015,5195,9633,3547,9406,9403,8770,3374,13486,1062,4272,10623,562,5722,649,820,1822,9692,6237,14077,11039,5417,13439,13483,13047,9775,12970,10547,188,105,11547,12047,11456,9798,3084,188,735,619,1406,446,553,12396,13168,525,718,12654,10028,2723,13512,913,9634,2487,13845,13091,868,82,6240,230,14287,14598,646,14069,200,13280,,612,398,1109,14731,12973,687,
Yangshan,5750,7789,7596,14590,10315,2367,7543,2682,13204,14957,10747,5911,6104,13465,1144,13203,13132,2318,10244,2041,10230,10283,1755,10227,677,13191,9483,895,3720,1005,7426,8673,5143,10312,5854,10540,4561,4856,554,3248,462,7611,2856,2485,659,13101,15119,13386,10236,3780,11205,10840,14561,12901,9830,13642,10253,5524,489,1011,3762,13971,4002,10222,969,9628,9598,445,1252,1217,3778,10993,13989,656,4773,1016,760,1120,1787,13161,12947,14762,495,1264,13472,5708,215,2186,12704,2207,488,3784,5096,4375,6114,535,4850,14150,14666,10164,14624,1355,1720,10232,13287,,14855,12974,13820,1718,2131,6877,2315,14726,14339,10052,6060,709,7762,11064,13183,7605,7059,4976,439,947,951,1010,5145,999,10826,3701,1012,611,454,14492,14351,9405,2799,5826,10096,11459,4792,10077,3245,9850,9847,9214,3458,13867,1438,4665,10221,499,5320,437,,1420,10141,5834,14459,11228,5842,13821,13927,13491,10219,13352,10991,784,701,11144,12289,11253,10242,2676,785,1230,,1004,941,958,12840,13550,1020,1213,13097,9626,2321,13956,453,,2390,14226,13535,722,533,5838,499,14668,14979,1001,14513,770,13724,612,,894,706,15127,13418,,
Yokkaichi,6348,7046,8195,13903,9565,2646,8142,3280,12516,14269,10429,6510,6702,12777,1715,12516,12382,2917,10843,2499,10829,9533,2364,9477,1177,12503,8733,8,4319,1624,8024,7923,4438,9562,5124,9790,5159,5455,1054,3670,879,8210,3136,2764,675,12351,14369,12636,9486,4379,10887,10090,13874,12151,9080,12955,9503,6123,1181,211,4360,13283,3868,9472,1588,8878,8848,618,583,1835,4377,10243,13239,400,5372,216,265,320,2396,12411,12197,14074,912,893,12722,6307,919,2785,12086,2806,477,4383,5695,4974,6713,438,4165,13400,13979,10762,13937,731,2240,9482,12537,1022,14167,12224,13132,2289,2410,6134,2924,14038,13651,9324,6658,310,8361,10746,12433,8203,7658,5575,584,897,901,210,4925,905,10076,4300,212,371,720,13804,13601,8662,3394,6425,9346,10709,5391,9327,3667,9100,9097,8464,3350,13179,1090,3980,10819,916,5918,1003,1174,2038,9424,6433,13771,10909,5112,13133,13177,12741,9469,12664,10241,242,302,11532,11741,11327,9492,3235,242,430,923,1623,135,907,12090,12862,220,413,12348,10224,2919,13206,1130,,2572,13539,12785,1223,436,6436,585,13981,14292,1000,13763,213,12974,398,894,,1328,14423,12665,992,
Yung-an,5183,8262,7030,14024,10781,1948,6977,2115,12638,14391,10528,5345,5537,12899,615,12637,12967,1752,9678,1512,9664,10749,1188,10692,1313,12625,9949,1326,3154,,6860,9139,5657,10778,6342,11006,3995,4290,1190,2719,1075,7045,2438,2066,1202,13197,15585,13372,10701,3214,10941,11305,13995,12733,10295,13076,10719,4958,546,1442,3195,13405,3744,10688,343,10094,10064,997,1783,598,3212,11459,14455,1151,4207,1448,1250,1539,1220,13293,12382,14196,1108,1786,13458,5142,851,1620,12138,1641,919,3218,4530,3809,5548,1057,5381,14396,14100,9597,14058,1886,1191,10698,13272,1087,14289,13248,13253,1186,1712,7350,1748,14159,13773,10303,5493,1199,7196,10800,13059,7038,6493,4410,931,1470,1474,1441,4889,1522,11292,3135,1443,1082,630,13925,14597,9833,2240,5260,10562,10934,4226,10543,2716,10316,10312,9680,3200,13301,1980,5196,9654,1112,4754,1074,1310,801,10020,5268,13893,10704,6328,13255,14174,13477,10685,12785,11457,1230,1191,10578,11723,10687,10707,2117,1231,1650,781,377,1369,1480,12373,12984,1451,1632,13193,9059,1754,14203,486,9837,1984,13660,13680,1359,1055,5271,1042,14102,14413,1544,14760,1201,13709,1109,706,1328,,14561,13427,846,
