from,Acajutla,Aliaga,Altamira,Arzew,Ashdod,Barcelona,Bethioua,Bilbao,Bonny,Brass,Brownsville,Cameron,Cape Town,Cartagena,Caucedo,Coega,Corpus Christi,Cove Point,Damietta,Dar-es-Salaam,Dragon,Drovyanoy,Dunkirk,Everett,Falconara,Ferrol,Fort de France,Fos - Cavaou,Fos Sur Mer,Freeport,Gibraltar,Gioia Tauro,Golden Pass,Guanabara,Guayama,Guayanilla,Gulf Gateway,Hadera,Halifax,Hammerfest,Holyhead,Huelva,Idku,Isle of Grain,Jorf Lasfar,Klaipeda,Koper,Kribi,Krk Island,Lake Charles,Le Havre,Limassol,Limerick,Livorno,Malta,Marmara Ereglisi,Marsa el Brega,Mombasa,Montoir,Mossel Bay,Mozambique Port,Neptune,Northeast Gateway,Ortona,Paldiski South Harbour,Panigaglia,Pascagoula,Pecem,Plaquemines,Point Fortin,Pointe-a-Pitre,Port Arthur,Port Dolphin,Port Esquivel,Port Said,Porto Empedocle,Puerto Bahia,Punta Europa,Quebec,Revithoussa,Rio Grande,Rosignano,Rostock,Rotterdam,Rovigo,Sabine Pass,Sagunto,Saint John,Salvador,Santa Cruz de Tenerife,Sao Francisco do Sul,Savannah,Shtokman,Sines,Skikda,South Hook,Soyo,Swinoujscie,Taranto,Teesport,Trieste,Tripoli,Vyborg,Wilhelmshaven,Yuzhny,Zeebrugge,Boryeong,Caofeidian,Chita,Coos Bay,Costa Azul,Dalian,Dangjin,Donghae,Fukuoko,Futtsu,Gladstone,Gwangyang,Hachinohe,Hakodate,Hatsukaichi,Heibei,Hibiki,Higashi-Ogishima,Himeji,Hitachi,Inchon,Ishikariwan-Shinko,Jiangsu,Joetsu,Kagoshima,Kawagoe,Kenai,Kitakyushu,Kitimat,Kushiro,Kwangyang,Lianyungang,Manzanillo,Mejillones,Mizushima,Nagasaki,Nanao,Naoetsu,Negishi,Niigata-Higashi,Niigata-Nishi,Ogishima,Oita,Osaka,Pampa Melchorita,Prigorodnoye,Prince Rupert,Pyeong Taek,Qingdao,Qinhuangdao,Quintero,Rosarito,Sakai,Sakaide,Samcheog,Senboku,Sendai,Shanghai,Shimizu,Shinminato,Sodegaura,Soma,Talcahuano,Tangshan,Tianjin (Sinopec),Tianjin Lingang,Tobata,Tokyo Bay,Tong Yong,Vladivostok,Wakayama,Yanai,Yokkaichi,Yokohama,Zhangjiagang,Ambon,Arun,Barrow Island,Batangas,Bei Hai,Bintulu,Bladin Point,Bontang,Cai Mep,Chiwan,Dampier,Darwin,Dili,Fujian,Guangdong,Haikou,Hainan,Ho Chi Min City,Ichthys,Jakarta,Johore,Karratha,Lahad Datu,Lumut,Luwuk,Malacca,Map Ta Phut,New Plymouth,Ningbo,Okinawa,Onslow,Panjang,Pluto,Port Moresby,Prelude FLNG,Qinzhou,Semarang,Seria,Shenzhen,Singapore,Sungai Udang,Tabangao,Taichung,Tangguh,Yangpu,Yangshan,Yuedong,Yung An,Zhoushan,Zhuhai
Pampa Melchorita,,7467.178,3128.953,6080.972,7835.426,6341.527,6080.448,5946.047,6768.281,6706.772,3097.377,3040.635,,6067.423,2293.968,,3125.995,3354.522,7714.032,,5910.599,7863.870,6194.277,3649.131,7437.889,5715.088,2643.985,6519.177,6522.269,3067.300,5827.145,6847.617,3036.135,,2442.241,2412.298,2928.298,7826.779,3807.869,6720.401,5969.856,5762.238,7638.583,6287.785,5650.862,6961.324,7542.908,6907.317,7500.920,3045.921,6101.242,7731.812,5783.497,6687.152,6812.470,7602.387,7215.444,,5997.465,,,3636.086,3635.534,7368.413,7159.630,6703.368,2906.772,4273.248,2890.853,2664.681,2661.180,3042.685,2836.335,2028.607,7737.777,6743.789,1758.017,6840.148,4575.818,7335.481,,6697.610,6736.479,6305.511,7528.336,3033.060,6228.413,3798.362,5096.598,5308.192,,3050.392,7028.162,5654.535,6426.527,5907.497,7158.861,6765.959,7102.965,6344.661,7544.968,7856.002,7322.871,6538.331,7993.890,6242.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panigaglia,6119.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13754.310,14095.534,13124.302,8961.964,8098.781,13955.815,13780.713,13320.353,13630.061,12994.257,13104.078,13502.555,12716.440,12738.585,13435.543,14095.534,13405.017,12999.915,13300.658,12869.235,13820.794,12790.961,13841.385,13020.873,13511.744,13125.612,10360.927,13407.578,9605.318,12548.749,13502.555,13923.046,7013.822,7370.090,13344.837,13521.490,13054.331,13020.873,12993.092,12964.265,12966.935,12995.757,13410.052,13279.981,6699.385,12569.059,9642.000,13817.828,13904.404,14074.522,7865.506,8122.507,13276.935,13336.895,13320.353,13277.526,12804.175,13884.549,13041.046,13064.539,13003.393,12813.134,8058.730,14095.534,14123.709,14123.709,13405.489,13006.904,13453.940,13087.819,13248.466,13433.221,13125.554,12994.828,13951.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panjang,,,12514.124,,,,,,,,12482.548,12425.806,,,,,12511.166,,,,,,,,,,,,,12452.471,,,12421.306,,,,12313.469,,,,,,,,,,,,,12431.092,,,,,,,,,,,,,,,,,12291.943,,12276.024,,,12427.856,12221.506,11413.778,,,11143.188,,,,,,,,,12418.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pascagoula,2324.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9959.585,10300.809,9329.577,5167.239,4304.056,10161.090,9985.988,9525.628,9835.336,9199.532,9309.353,9707.830,8921.715,8943.860,9640.818,10300.809,9610.292,9205.190,9505.933,9074.510,10026.069,8996.236,10046.660,9226.148,9717.019,9330.887,6566.202,9612.853,5810.593,8754.024,9707.830,10128.321,3219.097,3575.365,9550.112,9726.765,9259.606,9226.148,9198.367,9169.540,9172.210,9201.032,9615.327,9485.256,2904.660,8774.334,5847.275,10023.103,10109.679,10279.797,4070.781,4327.782,9482.210,9542.170,9525.628,9482.801,9009.450,10089.824,9246.321,9269.814,9208.668,9018.409,4264.005,10300.809,10328.984,10328.984,9610.764,9212.179,9659.215,9293.094,9453.741,9638.496,9330.829,9200.103,10156.947,10958.577,12496.869,11694.953,10926.451,11251.976,11612.454,10902.925,11308.552,11574.844,10846.247,11723.218,10902.925,11000.799,10420.466,10810.695,11057.127,11055.510,11602.208,10902.925,12176.736,12009.571,11719.153,11175.855,11464.531,11047.534,12133.064,12135.389,8179.076,10136.307,9961.371,11589.108,12284.048,11720.104,9665.530,11148.403,11255.773,11979.077,11459.244,10845.146,12022.461,12135.773,10926.451,10370.014,10900.229,11128.712,10084.344,10810.695,10548.568,10112.848,10856.626
Pecem,3694.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11329.448,11670.672,10699.440,6537.102,5673.919,11530.953,11355.851,10895.491,11205.199,10569.395,,11077.693,10291.578,10313.723,11010.681,11670.672,10980.155,10575.053,10875.796,10444.373,11395.932,10366.099,11416.523,10596.011,11086.882,10700.750,7936.065,10982.716,7180.456,10123.887,11077.693,11498.184,4588.960,4945.228,10919.975,11096.628,10629.469,10596.011,10568.230,10539.403,10542.073,10570.895,10985.190,10855.119,4274.523,10144.197,7217.138,11392.966,11479.542,11649.660,,5697.645,10852.073,10912.033,10895.491,10852.664,10379.313,11459.687,10616.184,10639.677,10578.531,10388.272,,11670.672,11698.847,11698.847,10980.627,10582.042,11029.078,10662.957,10823.604,11008.359,10700.692,10569.966,11526.810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11331.234,,,,,,,,,,,,,,,,11454.207,,,,
Plaquemines,2308.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9943.667,10284.891,9313.659,5151.321,4288.138,10145.172,9970.070,9509.710,9819.418,9183.614,9293.435,9691.912,8905.797,8927.942,9624.900,10284.891,9594.374,9189.272,9490.015,9058.592,10010.151,8980.318,10030.742,9210.230,9701.101,9314.969,6550.284,9596.935,5794.675,8738.106,9691.912,10112.403,3203.179,3559.447,9534.194,9710.847,9243.688,9210.230,9182.449,9153.622,9156.292,9185.114,9599.409,9469.338,2888.742,8758.416,5831.357,10007.185,10093.761,10263.879,4054.863,4311.864,9466.292,9526.252,9509.710,9466.883,8993.532,10073.906,9230.403,9253.896,9192.750,9002.491,4248.087,10284.891,10313.066,10313.066,9594.846,9196.261,9643.297,9277.176,9437.823,9622.578,9314.911,9184.185,10141.029,10942.659,12480.951,11679.035,10910.533,11236.058,11596.536,10887.007,11292.634,11558.926,10830.329,11707.300,10887.007,10984.881,10404.548,10794.777,11041.209,11039.592,11586.290,10887.007,12160.818,11993.653,11703.235,11159.937,11448.613,11031.616,12117.146,12119.471,8163.158,10120.389,9945.453,11573.190,12268.130,11704.186,9649.612,11132.485,11239.855,11963.159,11443.326,10829.228,12006.543,12119.855,10910.533,10354.096,10884.311,11112.794,10068.426,10794.777,10532.650,10096.930,10840.708
Pluto,,,11948.611,,,,,,,,11917.035,11860.293,,,,,11945.653,,,,,,,,,,,,,11886.958,,,11855.793,,,,11747.956,,,,,,,,,,,,,11865.579,,,,,,,,,,,,,,,,,11726.430,,11710.511,,,11862.343,11655.993,10848.265,,,10577.675,,,,,,,,,11852.718,,,,,,11870.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Point Fortin,2086.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9720.881,10062.105,9090.873,4928.535,4065.352,9922.386,9747.284,9286.924,9596.632,8960.828,9070.649,9469.126,8683.011,8705.156,9402.114,10062.105,9371.588,8966.486,9267.229,8835.806,9787.365,8757.532,9807.956,8987.444,9478.315,9092.183,6327.498,9374.149,5571.889,8515.320,9469.126,9889.617,2980.393,3336.661,9311.408,9488.061,9020.902,8987.444,8959.663,8930.836,8933.506,8962.328,9376.623,9246.552,2665.956,8535.630,5608.571,9784.399,9870.975,10041.093,3832.077,4089.078,9243.506,9303.466,9286.924,9244.097,8770.746,9851.120,9007.617,9031.110,8969.964,8779.705,4025.301,10062.105,10090.280,10090.280,9372.060,8973.475,9420.511,9054.390,9215.037,9399.792,9092.125,8961.399,9918.243,10719.873,,,10687.747,11013.272,11373.750,10664.221,11069.848,11336.140,10607.543,,10664.221,10762.095,10181.762,10571.991,10818.423,10816.806,11363.504,10664.221,,,,10937.151,11225.827,10808.830,,,7940.372,9897.603,9722.667,,,,9426.826,10909.699,11017.069,,11220.540,10606.442,,,10687.747,10131.310,10661.525,10890.008,9845.640,10571.991,10309.864,9874.144,10617.922
Pointe-a-Pitre,2082.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9717.381,10058.605,9087.373,4925.035,4061.852,9918.886,9743.784,9283.424,9593.132,8957.328,9067.149,9465.626,8679.511,8701.656,9398.614,10058.605,9368.088,8962.986,9263.729,8832.306,9783.865,8754.032,9804.456,8983.944,9474.815,9088.683,6323.998,9370.649,5568.389,8511.820,9465.626,9886.117,2976.893,3333.161,9307.908,9484.561,9017.402,8983.944,8956.163,8927.336,8930.006,8958.828,9373.123,9243.052,2662.456,8532.130,5605.071,9780.899,9867.475,10037.593,3828.577,4085.578,9240.006,9299.966,9283.424,9240.597,8767.246,9847.620,9004.117,9027.610,8966.464,8776.205,4021.801,10058.605,10086.780,10086.780,9368.560,8969.975,9417.011,9050.890,9211.537,9396.292,9088.625,8957.899,9914.743,10716.373,,,10684.247,11009.772,11370.250,10660.721,11066.348,11332.640,10604.043,,10660.721,10758.595,10178.262,10568.491,10814.923,10813.306,11360.004,10660.721,,,,10933.651,11222.327,10805.330,,,7936.872,9894.103,9719.167,,,,9423.326,10906.199,11013.569,,11217.040,10602.942,,,10684.247,10127.810,10658.025,10886.508,9842.140,10568.491,10306.364,9870.644,10614.422
Port Arthur,2460.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10095.499,10436.723,9465.491,5303.153,4439.970,10297.004,10121.902,9661.542,9971.250,9335.446,9445.267,9843.744,9057.629,9079.774,9776.732,10436.723,9746.206,9341.104,9641.847,9210.424,10161.983,9132.150,10182.574,9362.062,9852.933,9466.801,6702.116,9748.767,5946.507,8889.938,9843.744,10264.235,3355.011,3711.279,9686.026,9862.679,9395.520,9362.062,9334.281,9305.454,9308.124,9336.946,9751.241,9621.170,3040.574,8910.248,5983.189,10159.017,10245.593,10415.711,4206.695,4463.696,9618.124,9678.084,9661.542,9618.715,9145.364,10225.738,9382.235,9405.728,9344.582,9154.323,4399.919,10436.723,10464.898,10464.898,9746.678,9348.093,9795.129,9429.008,9589.655,9774.410,9466.743,9336.017,10292.861,11094.491,12632.783,11830.867,11062.365,11387.890,11748.368,11038.839,11444.466,11710.758,10982.161,11859.132,11038.839,11136.713,10556.380,10946.609,11193.041,11191.424,11738.122,11038.839,12312.650,12145.485,11855.067,11311.769,11600.445,11183.448,12268.978,12271.303,8314.990,10272.221,10097.285,11725.022,12419.962,11856.018,9801.444,11284.317,11391.687,12114.991,11595.158,10981.060,12158.375,12271.687,11062.365,10505.928,11036.143,11264.626,10220.258,10946.609,10684.482,10248.762,10992.540
Port Dolphin,2254.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9889.345,10230.569,9259.337,5096.999,4233.816,10090.850,9915.748,9455.388,9765.096,9129.292,9239.113,9637.590,8851.475,8873.620,9570.578,10230.569,9540.052,9134.950,9435.693,9004.270,9955.829,8925.996,9976.420,9155.908,9646.779,9260.647,6495.962,9542.613,5740.353,8683.784,9637.590,10058.081,3148.857,3505.125,9479.872,9656.525,9189.366,9155.908,9128.127,9099.300,9101.970,9130.792,9545.087,9415.016,2834.420,8704.094,5777.035,9952.863,10039.439,10209.557,4000.541,4257.542,9411.970,9471.930,9455.388,9412.561,8939.210,10019.584,9176.081,9199.574,9138.428,8948.169,4193.765,10230.569,10258.744,10258.744,9540.524,9141.939,9588.975,9222.854,9383.501,9568.256,9260.589,9129.863,10086.707,10888.337,12426.629,11624.713,10856.211,11181.736,11542.214,10832.685,11238.312,11504.604,10776.007,11652.978,10832.685,10930.559,10350.226,10740.455,10986.887,10985.270,11531.968,10832.685,12106.496,11939.331,11648.913,11105.615,11394.291,10977.294,12062.824,12065.149,8108.836,10066.067,9891.131,11518.868,12213.808,11649.864,9595.290,11078.163,11185.533,11908.837,11389.004,10774.906,11952.221,12065.533,10856.211,10299.774,10829.989,11058.472,10014.104,10740.455,10478.328,10042.608,10786.386
Port Esquivel,1446.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9080.897,9422.121,8450.889,4288.551,3425.368,9282.402,9107.300,8646.940,8956.648,8320.844,8430.665,8829.142,8043.027,8065.172,8762.130,9422.121,8731.604,8326.502,8627.245,8195.822,9147.381,8117.548,9167.972,8347.460,8838.331,8452.199,5687.514,8734.165,4931.905,7875.336,8829.142,9249.633,2340.409,2696.677,8671.424,8848.077,8380.918,8347.460,8319.679,8290.852,8293.522,8322.344,8736.639,8606.568,2025.972,7895.646,4968.587,9144.415,9230.991,9401.109,3192.093,3449.094,8603.522,8663.482,8646.940,8604.113,8130.762,9211.136,8367.633,8391.126,8329.980,8139.721,3385.317,9422.121,9450.296,9450.296,8732.076,8333.491,8780.527,8414.406,8575.053,8759.808,8452.141,8321.415,9278.259,10079.889,,10816.265,10047.763,10373.288,10733.766,10024.237,10429.864,10696.156,9967.559,10844.530,10024.237,10122.111,9541.778,9932.007,10178.439,10176.822,10723.520,10024.237,11298.048,11130.883,10840.465,10297.167,10585.843,10168.846,11254.376,11256.701,7300.388,9257.619,9082.683,10710.420,11405.360,10841.416,8786.842,10269.715,10377.085,11100.389,10580.556,9966.458,11143.773,11257.085,10047.763,9491.326,10021.541,10250.024,9205.656,9932.007,9669.880,9234.160,9977.938
Port Moresby,,,9895.606,,,,,12712.700,,,9864.030,9807.288,,,9060.621,,9892.648,10121.175,,,12677.252,14630.523,12960.930,10415.784,,12481.741,9410.638,,,9833.953,,,9802.788,,9208.894,9178.951,9694.951,,10574.522,13487.054,12736.509,,,13054.438,,13727.977,,,,9812.574,12867.895,,12550.150,,,,,,12764.118,,,10402.739,10402.187,,13926.283,,9673.425,,9657.506,9431.334,9427.833,9809.338,9602.988,8795.260,,,8524.670,,11342.471,,,,13503.132,13072.164,,9799.713,,10565.015,,,,9817.045,13794.815,,,12674.150,,13532.612,,13111.314,,,14089.524,13304.984,,13008.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port Said,7161.635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14796.457,15137.681,14166.449,10004.111,9140.928,14997.962,14822.860,14362.500,14672.208,14036.404,14146.225,14544.702,13758.587,13780.732,14477.690,15137.681,14447.164,14042.062,14342.805,13911.382,14862.941,13833.108,14883.532,14063.020,14553.891,14167.759,11403.074,14449.725,10647.465,13590.896,14544.702,14965.193,8055.969,8412.237,14386.984,14563.637,14096.478,14063.020,14035.239,14006.412,14009.082,14037.904,14452.199,14322.128,7741.532,13611.206,10684.147,14859.975,14946.551,15116.669,8907.653,9164.654,14319.082,14379.042,14362.500,14319.673,13846.322,14926.696,14083.193,14106.686,14045.540,13855.281,9100.877,15137.681,15165.856,15165.856,14447.636,14049.051,14496.087,14129.966,14290.613,14475.368,14167.701,14036.975,14993.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porto Empedocle,6164.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13799.579,14140.803,13169.571,9007.233,8144.050,14001.084,13825.982,13365.622,13675.330,13039.526,13149.347,13547.824,12761.709,12783.854,13480.812,14140.803,13450.286,13045.184,13345.927,12914.504,13866.063,12836.230,13886.654,13066.142,13557.013,13170.881,10406.196,13452.847,9650.587,12594.018,13547.824,13968.315,7059.091,7415.359,13390.106,13566.759,13099.600,13066.142,13038.361,13009.534,13012.204,13041.026,13455.321,13325.250,6744.654,12614.328,9687.269,13863.097,13949.673,14119.791,7910.775,8167.776,13322.204,13382.164,13365.622,13322.795,12849.444,13929.818,13086.315,13109.808,13048.662,12858.403,8103.999,14140.803,14168.978,14168.978,13450.758,13052.173,13499.209,13133.088,13293.735,13478.490,13170.823,13040.097,13996.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prelude FLNG,,,11378.479,,,,,,,,11346.903,11290.161,,,10543.494,,11375.521,11604.048,,,,,,11898.657,,,10893.511,,,11316.826,,,11285.661,,10691.767,10661.824,11177.824,,12057.395,,,,,,,,,,,11295.447,,,,,,,,,,,,11885.612,11885.060,,,,11156.298,,11140.379,10914.207,10910.706,11292.211,11085.861,10278.133,,,10007.543,,,,,,,,,11282.586,,12047.888,,,,11299.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prigorodnoye,,13354.837,9016.612,11968.631,13723.085,12229.186,11968.107,11833.706,,,8985.036,8928.294,,11955.082,8181.627,,9013.654,9242.181,13601.691,,11798.258,13751.529,12081.936,9536.790,13325.548,11602.747,8531.644,12406.836,12409.928,8954.959,11714.804,12735.276,8923.794,11676.923,8329.900,8299.957,8815.957,13714.438,9695.528,12608.060,11857.515,11649.897,13526.242,12175.444,11538.521,12848.983,13430.567,,13388.579,8933.580,11988.901,13619.471,11671.156,12574.811,12700.129,13490.046,13103.103,,11885.124,,,9523.745,9523.193,13256.072,13047.289,12591.027,8794.431,10160.907,8778.512,8552.340,8548.839,8930.344,8723.994,7916.266,13625.436,12631.448,7645.676,,10463.477,13223.140,,12585.269,12624.138,12193.170,13415.995,8920.719,12116.072,9686.021,10984.257,11195.851,,8938.051,12915.821,11542.194,12314.186,11795.156,,12653.618,12990.624,12232.320,13432.627,13743.661,13210.530,12425.990,13881.549,12129.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prince Rupert,,10418.234,6080.009,9032.028,10786.482,9292.583,9031.504,8897.103,9719.337,9657.828,6048.433,5991.691,10886.047,9018.479,5245.024,11302.332,6077.051,6305.578,10665.088,,8861.655,10814.926,9145.333,6600.187,10388.945,8666.144,5595.041,9470.233,9473.325,6018.356,8778.201,9798.673,5987.191,8740.320,5393.297,5363.354,5879.354,10777.835,6758.925,9671.457,8920.912,8713.294,10589.639,9238.841,8601.918,9912.380,10493.964,9858.373,10451.976,5996.977,9052.298,10682.868,8734.553,9638.208,9763.526,10553.443,10166.500,,8948.521,11173.630,,6587.142,6586.590,10319.469,10110.686,9654.424,5857.828,7224.304,5841.909,5615.737,5612.236,5993.741,5787.391,4979.663,10688.833,9694.845,4709.073,9791.204,7526.874,10286.537,,9648.666,9687.535,9256.567,10479.392,5984.116,9179.469,6749.418,8047.654,8259.248,9070.344,6001.448,9979.218,8605.591,9377.583,8858.553,10109.917,9717.015,10054.021,9295.717,10496.024,10807.058,10273.927,9489.387,10944.946,9193.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Bahia,1179.794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8814.616,9155.840,8184.608,4022.270,3159.087,9016.121,8841.019,8380.659,8690.367,8054.563,8164.384,8562.861,7776.746,7798.891,8495.849,9155.840,8465.323,8060.221,8360.964,7929.541,8881.100,7851.267,8901.691,8081.179,8572.050,8185.918,5421.233,8467.884,4665.624,7609.055,8562.861,8983.352,2074.128,2430.396,8405.143,8581.796,8114.637,8081.179,8053.398,8024.571,8027.241,8056.063,8470.358,8340.287,1759.691,7629.365,4702.306,8878.134,8964.710,9134.828,2925.812,3182.813,8337.241,8397.201,8380.659,8337.832,7864.481,8944.855,8101.352,8124.845,8063.699,7873.440,3119.036,9155.840,9184.015,9184.015,8465.795,8067.210,8514.246,8148.125,8308.772,8493.527,8185.860,8055.134,9011.978,9813.608,11351.900,10549.984,9781.482,10107.007,10467.485,9757.956,10163.583,10429.875,9701.278,10578.249,9757.956,9855.830,9275.497,9665.726,9912.158,9910.541,10457.239,9757.956,11031.767,10864.602,10574.184,10030.886,10319.562,9902.565,10988.095,10990.420,7034.107,8991.338,8816.402,10444.139,11139.079,10575.135,8520.561,10003.434,10110.804,10834.108,10314.275,9700.177,10877.492,10990.804,9781.482,9225.045,9755.260,9983.743,8939.375,9665.726,9403.599,8967.879,9711.657
Punta Europa,6261.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9104.002,8240.819,,,,,,,,,,,,,,,,,,,,,,10502.965,,9747.356,,,,7155.860,,,,,,,,,,,,6841.423,,9784.038,,,,,8264.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyeong Taek,,14601.091,10262.866,13214.885,14969.339,13475.440,13214.361,13079.960,,,10231.290,10174.548,,13201.336,9427.881,,10259.908,10488.435,14847.945,,13044.512,14997.783,13328.190,10783.044,14571.802,12849.001,9777.898,13653.090,13656.182,10201.213,12961.058,13981.530,10170.048,,9576.154,9546.211,10062.211,14960.692,10941.782,13854.314,13103.769,12896.151,14772.496,13421.698,12784.775,14095.237,14676.821,,14634.833,10179.834,13235.155,14865.725,12917.410,13821.065,13946.383,14736.300,14349.357,,13131.378,,,10769.999,10769.447,14502.326,14293.543,13837.281,10040.685,11407.161,10024.766,9798.594,9795.093,10176.598,9970.248,9162.520,14871.690,13877.702,8891.930,,11709.731,14469.394,,13831.523,13870.392,13439.424,14662.249,10166.973,13362.326,10932.275,,12442.105,,10184.305,14162.075,12788.448,13560.440,13041.410,,13899.872,14236.878,13478.574,14678.881,14989.915,14456.784,13672.244,15127.803,13376.239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
